投球数,球種,球速,結果,投手,打者,スコア,アウトカウント
2,ストレート,144km/h,空振り,金久保 優斗,梶原 昂希,1-0,●●●
3,チェンジアップ,115km/h,ボール,金久保 優斗,梶原 昂希,1-0,●●●
4,チェンジアップ,114km/h,ボール,金久保 優斗,梶原 昂希,1-0,●●●
5,スライダー,130km/h,ファウル,金久保 優斗,梶原 昂希,1-0,●●●
6,ストレート,146km/h,ファウル,金久保 優斗,梶原 昂希,1-0,●●●
7,ストレート,146km/h,空三振,金久保 優斗,梶原 昂希,1-0,●●●
1,ストレート,144km/h,ボール,坂本 裕哉,村上 宗隆,1-0,
2,ストレート,143km/h,空振り,坂本 裕哉,村上 宗隆,1-0,
3,カットボール,129km/h,見逃し,坂本 裕哉,村上 宗隆,1-0,
4,ストレート,145km/h,左安,坂本 裕哉,村上 宗隆,1-0,
1,ストレート,143km/h,空振り,坂本 裕哉,濱田 太貴,1-0,
2,チェンジアップ,132km/h,ファウル,坂本 裕哉,濱田 太貴,1-0,
3,ストレート,144km/h,ボール,坂本 裕哉,濱田 太貴,1-0,
4,ストレート,144km/h,ボール,坂本 裕哉,濱田 太貴,1-0,
5,チェンジアップ,131km/h,右安,坂本 裕哉,濱田 太貴,1-0,
1,カットボール,133km/h,ファウル,坂本 裕哉,長岡 秀樹,2-0,
2,ストレート,144km/h,ボール,坂本 裕哉,長岡 秀樹,2-0,
3,カットボール,129km/h,右安,坂本 裕哉,長岡 秀樹,2-0,
1,カットボール,136km/h,見逃し,坂本 裕哉,オスナ,2-0,
2,カットボール,131km/h,ボール,坂本 裕哉,オスナ,2-0,
3,チェンジアップ,130km/h,ボール,坂本 裕哉,オスナ,2-0,
4,ツーシーム,137km/h,ボール,坂本 裕哉,オスナ,2-0,
5,チェンジアップ,133km/h,四球,坂本 裕哉,オスナ,2-0,
1,チェンジアップ,130km/h,ボール  [バスター、ワンバウンド],坂本 裕哉,古賀 優大,3-0,●
2,チェンジアップ,132km/h,ボール  [バスター],坂本 裕哉,古賀 優大,3-0,●
3,ツーシーム,138km/h,右犠飛  [タッチアップ、ヘッドスライディング],坂本 裕哉,古賀 優大,3-0,●
1,カットボール,130km/h,投併打  [セーフティスクイズ、バント失敗、好判断],坂本 裕哉,金久保 優斗,3-0,●●●
1,ストレート,144km/h,見逃し,金久保 優斗,関根 大気,3-0,●
2,ストレート,142km/h,見逃し,金久保 優斗,関根 大気,3-0,●
3,ストレート,144km/h,二ゴロ,金久保 優斗,関根 大気,3-0,●
1,フォーク,135km/h,ボール,金久保 優斗,佐野 恵太,3-0,●●
2,フォーク,135km/h,ボール,金久保 優斗,佐野 恵太,3-0,●●
3,ストレート,144km/h,ボール,金久保 優斗,佐野 恵太,3-0,●●
4,ストレート,141km/h,見逃し,金久保 優斗,佐野 恵太,3-0,●●
5,ストレート,144km/h,二ゴロ,金久保 優斗,佐野 恵太,3-0,●●
1,ストレート,144km/h,中安,金久保 優斗,ソト,3-0,●●
1,スライダー,129km/h,ボール,金久保 優斗,宮﨑 敏郎,3-0,●●●
2,フォーク,133km/h,ファウル,金久保 優斗,宮﨑 敏郎,3-0,●●●
3,スライダー,128km/h,三邪飛,金久保 優斗,宮﨑 敏郎,3-0,●●●
1,ストレート,142km/h,ボール,坂本 裕哉,塩見 泰隆,3-0,●
2,ストレート,142km/h,ファウル,坂本 裕哉,塩見 泰隆,3-0,●
3,ストレート,142km/h,ファウル,坂本 裕哉,塩見 泰隆,3-0,●
4,ストレート,143km/h,空三振,坂本 裕哉,塩見 泰隆,3-0,●
1,ツーシーム,140km/h,ファウル,坂本 裕哉,青木 宣親,3-0,●●
2,カットボール,131km/h,見逃し,坂本 裕哉,青木 宣親,3-0,●●
3,スライダー,122km/h,ボール  [ワンバウンド],坂本 裕哉,青木 宣親,3-0,●●
4,ストレート,142km/h,二ゴロ,坂本 裕哉,青木 宣親,3-0,●●
1,チェンジアップ,131km/h,ボール,坂本 裕哉,山田 哲人,3-0,●●●
2,チェンジアップ,132km/h,ボール,坂本 裕哉,山田 哲人,3-0,●●●
3,チェンジアップ,133km/h,空振り,坂本 裕哉,山田 哲人,3-0,●●●
4,ツーシーム,138km/h,三ゴロ,坂本 裕哉,山田 哲人,3-0,●●●
1,スライダー,124km/h,ファウル,金久保 優斗,嶺井 博希,3-0,●
2,フォーク,134km/h,左飛,金久保 優斗,嶺井 博希,3-0,●
1,ストレート,144km/h,見逃し,金久保 優斗,大和,3-0,●
2,ストレート,143km/h,ボール,金久保 優斗,大和,3-0,●
3,ストレート,142km/h,中安,金久保 優斗,大和,3-0,●
1,ストレート,144km/h,空振り,金久保 優斗,田中 俊太,3-0,●
2,フォーク,136km/h,見逃し,金久保 優斗,田中 俊太,3-0,●
3,チェンジアップ,118km/h,右安,金久保 優斗,田中 俊太,3-0,●
1,スライダー,129km/h,ボール,金久保 優斗,大田 泰示,3-0,●●
2,スライダー,126km/h,見逃し,金久保 優斗,大田 泰示,3-0,●●
3,スライダー,129km/h,空振り,金久保 優斗,大田 泰示,3-0,●●
4,ストレート,145km/h,ボール,金久保 優斗,大田 泰示,3-0,●●
5,スライダー,133km/h,遊ゴロ,金久保 優斗,大田 泰示,3-0,●●
1,チェンジアップ,114km/h,ボール,金久保 優斗,梶原 昂希,3-0,●●●
2,フォーク,135km/h,ボール,金久保 優斗,梶原 昂希,3-0,●●●
3,ストレート,144km/h,見逃し,金久保 優斗,梶原 昂希,3-0,●●●
4,ストレート,145km/h,ボール,金久保 優斗,梶原 昂希,3-0,●●●
5,ストレート,144km/h,空振り,金久保 優斗,梶原 昂希,3-0,●●●
6,ストレート,147km/h,空三振  [悔しがる],金久保 優斗,梶原 昂希,3-0,●●●
1,ツーシーム,143km/h,見逃し,ピープルズ,村上 宗隆,3-0,●
2,カットボール,141km/h,ボール,ピープルズ,村上 宗隆,3-0,●
3,チェンジアップ,132km/h,空振り,ピープルズ,村上 宗隆,3-0,●
4,ストレート,147km/h,ファウル,ピープルズ,村上 宗隆,3-0,●
5,ツーシーム,145km/h,遊ゴロ,ピープルズ,村上 宗隆,3-0,●
1,ツーシーム,143km/h,空振り,ピープルズ,濱田 太貴,3-0,●●
2,ナックルカーブ,118km/h,ファウル,ピープルズ,濱田 太貴,3-0,●●
3,カットボール,143km/h,ボール,ピープルズ,濱田 太貴,3-0,●●
4,ツーシーム,143km/h,ファウル,ピープルズ,濱田 太貴,3-0,●●
5,カットボール,144km/h,ファウル,ピープルズ,濱田 太貴,3-0,●●
6,ナックルカーブ,118km/h,空三振,ピープルズ,濱田 太貴,3-0,●●
1,チェンジアップ,130km/h,ボール,ピープルズ,長岡 秀樹,3-0,●●●
2,ツーシーム,143km/h,ファウル,ピープルズ,長岡 秀樹,3-0,●●●
3,ツーシーム,145km/h,ファウル,ピープルズ,長岡 秀樹,3-0,●●●
4,カットボール,142km/h,空三振,ピープルズ,長岡 秀樹,3-0,●●●
1,ストレート,142km/h,ボール,金久保 優斗,関根 大気,3-0,●
2,ストレート,140km/h,右飛,金久保 優斗,関根 大気,3-0,●
1,スライダー,126km/h,右安,金久保 優斗,佐野 恵太,3-0,●
1,スライダー,127km/h,見逃し,金久保 優斗,ソト,3-2,●
2,ストレート,144km/h,ボール,金久保 優斗,ソト,3-2,●
3,スライダー,127km/h,左中本  [スタンドギリギリ],金久保 優斗,ソト,3-2,●
1,スライダー,131km/h,ボール  [ワンバウンド],金久保 優斗,宮﨑 敏郎,3-2,●●
2,ストレート,141km/h,ボール,金久保 優斗,宮﨑 敏郎,3-2,●●
3,ストレート,143km/h,ファウル,金久保 優斗,宮﨑 敏郎,3-2,●●
4,ストレート,143km/h,二ゴロ,金久保 優斗,宮﨑 敏郎,3-2,●●
1,ストレート,143km/h,見逃し,金久保 優斗,嶺井 博希,3-2,●●●
2,スライダー,129km/h,二ゴロ  [バットの先],金久保 優斗,嶺井 博希,3-2,●●●
1,ツーシーム,141km/h,見逃し,ピープルズ,オスナ,3-2,
2,カットボール,140km/h,ファウル,ピープルズ,オスナ,3-2,
3,チェンジアップ,133km/h,右２  [ライン際],ピープルズ,オスナ,3-2,
1,ツーシーム,139km/h,投ゴロ  [バント失敗],ピープルズ,古賀 優大,3-2,●
1,ツーシーム,143km/h,ボール,ピープルズ,川端 慎吾,3-2,●●●
2,ツーシーム,140km/h,ボール,ピープルズ,川端 慎吾,3-2,●●●
3,ツーシーム,140km/h,二併打,ピープルズ,川端 慎吾,3-2,●●●
1,ストレート,148km/h,ファウル,石山 泰稚,大和,3-2,●
2,ストレート,148km/h,ボール,石山 泰稚,大和,3-2,●
3,スライダー,133km/h,空振り,石山 泰稚,大和,3-2,●
4,スライダー,135km/h,ファウル,石山 泰稚,大和,3-2,●
5,スライダー,134km/h,ファウル,石山 泰稚,大和,3-2,●
6,フォーク,137km/h,ボール  [ワンバウンド],石山 泰稚,大和,3-2,●
7,スライダー,135km/h,ファウル,石山 泰稚,大和,3-2,●
8,ストレート,149km/h,右飛,石山 泰稚,大和,3-2,●
1,ストレート,148km/h,空振り,石山 泰稚,田中 俊太,3-2,●●
2,カーブ,127km/h,ファウル,石山 泰稚,田中 俊太,3-2,●●
3,フォーク,140km/h,ボール,石山 泰稚,田中 俊太,3-2,●●
4,フォーク,141km/h,二ゴロ  [当てただけ],石山 泰稚,田中 俊太,3-2,●●
1,ストレート,148km/h,ボール,石山 泰稚,大田 泰示,3-2,●●●
2,ストレート,149km/h,遊ゴロ  [ヘッドスライディング、リプレー検証後判定変わらず],石山 泰稚,大田 泰示,3-2,●●●
1,ストレート,153km/h,空振り,エスコバー,塩見 泰隆,3-2,●
2,チェンジアップ,138km/h,ボール,エスコバー,塩見 泰隆,3-2,●
3,ストレート,152km/h,ファウル,エスコバー,塩見 泰隆,3-2,●
4,ストレート,152km/h,空三振  [ファウルチップ],エスコバー,塩見 泰隆,3-2,●
1,ツーシーム,149km/h,ボール,エスコバー,青木 宣親,3-2,●
2,ツーシーム,151km/h,ボール,エスコバー,青木 宣親,3-2,●
3,ストレート,153km/h,ボール,エスコバー,青木 宣親,3-2,●
4,ストレート,150km/h,見逃し  [一塁へ歩きかける],エスコバー,青木 宣親,3-2,●
5,ストレート,150km/h,見逃し  [一塁へ歩きかける],エスコバー,青木 宣親,3-2,●
6,ストレート,153km/h,ファウル,エスコバー,青木 宣親,3-2,●
7,ストレート,152km/h,ファウル,エスコバー,青木 宣親,3-2,●
8,ストレート,153km/h,ファウル,エスコバー,青木 宣親,3-2,●
9,ストレート,154km/h,ファウル,エスコバー,青木 宣親,3-2,●
10,ストレート,153km/h,ファウル,エスコバー,青木 宣親,3-2,●
11,ストレート,153km/h,ファウル,エスコバー,青木 宣親,3-2,●
12,ストレート,153km/h,左安,エスコバー,青木 宣親,3-2,●
1,チェンジアップ,138km/h,ボール,エスコバー,山田 哲人,3-2,●●
2,ストレート,153km/h,ボール,エスコバー,山田 哲人,3-2,●●
3,ストレート,154km/h,ファウル,エスコバー,山田 哲人,3-2,●●
4,ストレート,152km/h,一邪飛,エスコバー,山田 哲人,3-2,●●
1,スライダー,131km/h,ボール,エスコバー,村上 宗隆,3-2,●●●
2,スライダー,134km/h,空振り,エスコバー,村上 宗隆,3-2,●●●
1,フォーク,129km/h,ボール,清水 昇,藤田 一也,3-2,
2,フォーク,127km/h,見逃し,清水 昇,藤田 一也,3-2,
3,フォーク,128km/h,ファウル,清水 昇,藤田 一也,3-2,
4,フォーク,129km/h,左安,清水 昇,藤田 一也,3-2,
1,ストレート,144km/h,投ゴロ  [バント失敗],清水 昇,関根 大気,3-2,●
1,ストレート,146km/h,見逃し,清水 昇,佐野 恵太,3-2,●●
2,フォーク,130km/h,二ゴロ  [バックトス],清水 昇,佐野 恵太,3-2,●●
1,ストレート,144km/h,右飛,清水 昇,ソト,3-2,●●●
1,フォーク,136km/h,ボール,伊勢 大夢,村上 宗隆,3-2,
2,フォーク,136km/h,中安,伊勢 大夢,村上 宗隆,3-2,
1,ストレート,147km/h,投犠打,伊勢 大夢,山崎 晃大朗,3-2,●
1,ストレート,149km/h,ボール,伊勢 大夢,長岡 秀樹,3-2,●●
2,フォーク,137km/h,ファウル,伊勢 大夢,長岡 秀樹,3-2,●●
3,ストレート,151km/h,空振り,伊勢 大夢,長岡 秀樹,3-2,●●
4,ストレート,150km/h,空三振,伊勢 大夢,長岡 秀樹,3-2,●●
1,ストレート,151km/h,空振り  [バスター],伊勢 大夢,古賀 優大,3-2,●●●
2,ストレート,150km/h,一飛  [バント、スライディングキャッチ、好プレイ],伊勢 大夢,古賀 優大,3-2,●●●
1,カットボール,140km/h,ボール,マクガフ,宮﨑 敏郎,3-2,
2,カットボール,139km/h,ボール,マクガフ,宮﨑 敏郎,3-2,
3,ストレート,151km/h,見逃し,マクガフ,宮﨑 敏郎,3-2,
4,ストレート,152km/h,右安,マクガフ,宮﨑 敏郎,3-2,
1,ストレート,152km/h,ボール  [バント構え],マクガフ,嶺井 博希,3-2,●
2,ストレート,149km/h,ファウル  [バントファウル],マクガフ,嶺井 博希,3-2,●
3,ストレート,150km/h,投犠打,マクガフ,嶺井 博希,3-2,●
1,カットボール,141km/h,左飛,マクガフ,大和,3-2,●●
1,カットボール,139km/h,ボール  [ワンバウンド],マクガフ,田中 俊太,3-2,●●●
2,スプリット,137km/h,見逃し,マクガフ,田中 俊太,3-2,●●●
3,スプリット,138km/h,ボール  [ハーフスイング],マクガフ,田中 俊太,3-2,●●●
4,ストレート,150km/h,見逃し,マクガフ,田中 俊太,3-2,●●●
5,ストレート,152km/h,ファウル,マクガフ,田中 俊太,3-2,●●●
6,ストレート,151km/h,ボール,マクガフ,田中 俊太,3-2,●●●
7,スプリット,138km/h,投ゴロ,マクガフ,田中 俊太,3-2,●●●
1,ツーシーム,145km/h,見逃し,青柳 晃洋,吉川 尚輝,0-0,
2,スライダー,126km/h,中安,青柳 晃洋,吉川 尚輝,0-0,
1,ツーシーム,143km/h,ファウル  [バントファウル],青柳 晃洋,若林 晃弘,0-0,●
2,ツーシーム,142km/h,投犠打,青柳 晃洋,若林 晃弘,0-0,●
1,カットボール,133km/h,見逃し,青柳 晃洋,ポランコ,0-0,●●
2,ツーシーム,142km/h,ボール,青柳 晃洋,ポランコ,0-0,●●
3,シンカー,129km/h,空振り,青柳 晃洋,ポランコ,0-0,●●
4,スライダー,124km/h,ボール,青柳 晃洋,ポランコ,0-0,●●
5,ストレート,145km/h,ファウル,青柳 晃洋,ポランコ,0-0,●●
6,シンカー,129km/h,二ゴロ  [引っかけ],青柳 晃洋,ポランコ,0-0,●●
1,スライダー,126km/h,見逃し,青柳 晃洋,坂本 勇人,1-0,●●
2,ツーシーム,-,右安,青柳 晃洋,坂本 勇人,1-0,●●
1,カットボール,133km/h,遊飛  [悔しがる、高々と舞い上がる],青柳 晃洋,丸 佳浩,1-0,●●●
1,ストレート,148km/h,中安,菅野 智之,中野 拓夢,1-0,
1,ストレート,146km/h,ボール,菅野 智之,佐藤 輝明,1-0,●
2,フォーク,140km/h,ボール,菅野 智之,佐藤 輝明,1-0,●
3,スライダー,135km/h,ボール,菅野 智之,佐藤 輝明,1-0,●
4,スライダー,131km/h,見逃し,菅野 智之,佐藤 輝明,1-0,●
5,スライダー,131km/h,右飛  [ランエンドヒット、高々と舞い上がる],菅野 智之,佐藤 輝明,1-0,●
1,スライダー,134km/h,見逃し,菅野 智之,近本 光司,1-0,●●
2,ストレート,142km/h,右飛,菅野 智之,近本 光司,1-0,●●
1,カーブ,126km/h,左安,菅野 智之,大山 悠輔,1-0,●●
1,スライダー,-,死球  [ハーフスイング],菅野 智之,ロハス・ジュニア,1-0,●●
1,フォーク,140km/h,見逃し,菅野 智之,糸原 健斗,1-0,●●●
2,フォーク,140km/h,ボール  [ワンバウンド、捕手後逸阻止],菅野 智之,糸原 健斗,1-0,●●●
3,ストレート,148km/h,二飛  [観客ため息],菅野 智之,糸原 健斗,1-0,●●●
1,ツーシーム,142km/h,見逃し,青柳 晃洋,ウィーラー,1-0,●
2,カットボール,135km/h,ボール  [ハーフスイング],青柳 晃洋,ウィーラー,1-0,●
3,スライダー,126km/h,ボール,青柳 晃洋,ウィーラー,1-0,●
4,ストレート,144km/h,遊ゴロ,青柳 晃洋,ウィーラー,1-0,●
1,ツーシーム,142km/h,ボール,青柳 晃洋,大城 卓三,1-0,●●
2,ツーシーム,142km/h,見逃し,青柳 晃洋,大城 卓三,1-0,●●
3,ツーシーム,143km/h,一ゴロ  [引っかけ],青柳 晃洋,大城 卓三,1-0,●●
1,カットボール,-,ボール,青柳 晃洋,中田 翔,1-0,●●●
2,ツーシーム,143km/h,ファウル  [自打球],青柳 晃洋,中田 翔,1-0,●●●
