投球数,球種,球速,結果,投手,打者,スコア,アウトカウント
2,ストレート,145km/h,見逃し,東 克樹,佐藤 輝明,0-0,●●
3,ストレート,143km/h,ファウル,東 克樹,佐藤 輝明,0-0,●●
4,ストレート,145km/h,ボール,東 克樹,佐藤 輝明,0-0,●●
5,チェンジアップ,132km/h,ファウル,東 克樹,佐藤 輝明,0-0,●●
6,チェンジアップ,133km/h,ボール  [ワンバウンド],東 克樹,佐藤 輝明,0-0,●●
1,ストレート,144km/h,見逃し,東 克樹,佐藤 輝明,0-0,●●●
2,ストレート,145km/h,見逃し,東 克樹,佐藤 輝明,0-0,●●●
3,ストレート,143km/h,ファウル,東 克樹,佐藤 輝明,0-0,●●●
4,ストレート,145km/h,ボール,東 克樹,佐藤 輝明,0-0,●●●
5,チェンジアップ,132km/h,ファウル,東 克樹,佐藤 輝明,0-0,●●●
6,チェンジアップ,133km/h,ボール  [ワンバウンド],東 克樹,佐藤 輝明,0-0,●●●
7,チェンジアップ,131km/h,ボール,東 克樹,佐藤 輝明,0-0,●●●
8,ストレート,146km/h,ファウル,東 克樹,佐藤 輝明,0-0,●●●
9,チェンジアップ,130km/h,ファウル,東 克樹,佐藤 輝明,0-0,●●●
10,チェンジアップ,133km/h,中飛  [泳ぎ],東 克樹,佐藤 輝明,0-0,●●●
1,ツーシーム,140km/h,空振り,小川 一平,倉本 寿彦,0-0,●
2,ツーシーム,141km/h,ファウル,小川 一平,倉本 寿彦,0-0,●
3,ストレート,148km/h,見三振  [構えたところにズバリ、全く反応できず],小川 一平,倉本 寿彦,0-0,●
1,カットボール,134km/h,見逃し,小川 一平,嶺井 博希,0-0,●●
2,カットボール,136km/h,空振り,小川 一平,嶺井 博希,0-0,●●
3,ストレート,148km/h,ファウル,小川 一平,嶺井 博希,0-0,●●
4,カーブ,119km/h,ボール  [ワンバウンド、ハーフスイング],小川 一平,嶺井 博希,0-0,●●
5,カットボール,138km/h,ボール  [ワンバウンド],小川 一平,嶺井 博希,0-0,●●
6,カットボール,135km/h,空三振,小川 一平,嶺井 博希,0-0,●●
1,ストレート,146km/h,ボール,小川 一平,東 克樹,0-0,●●●
2,ストレート,145km/h,見逃し,小川 一平,東 克樹,0-0,●●●
3,ツーシーム,140km/h,ボール,小川 一平,東 克樹,0-0,●●●
4,ストレート,146km/h,ファウル,小川 一平,東 克樹,0-0,●●●
5,ストレート,147km/h,見三振,小川 一平,東 克樹,0-0,●●●
1,カットボール,129km/h,遊ゴロ  [逆シングル、リプレー検証後判定覆る],東 克樹,近本 光司,0-0,●
1,カットボール,132km/h,ファウル  [止めたバットに当たる],東 克樹,大山 悠輔,0-0,●●
2,カーブ,114km/h,ボール,東 克樹,大山 悠輔,0-0,●●
3,ストレート,141km/h,見逃し,東 克樹,大山 悠輔,0-0,●●
4,ストレート,140km/h,ファウル,東 克樹,大山 悠輔,0-0,●●
5,カットボール,132km/h,遊ゴロ  [バウンド高い],東 克樹,大山 悠輔,0-0,●●
1,ストレート,141km/h,見逃し,東 克樹,ロハス・ジュニア,0-0,●●
2,カットボール,132km/h,左２  [好走塁],東 克樹,ロハス・ジュニア,0-0,●●
1,ストレート,144km/h,ボール,東 克樹,糸原 健斗,0-0,●●
2,ストレート,143km/h,ボール,東 克樹,糸原 健斗,0-0,●●
3,ストレート,144km/h,見逃し,東 克樹,糸原 健斗,0-0,●●
4,ストレート,143km/h,ファウル,東 克樹,糸原 健斗,0-0,●●
5,チェンジアップ,130km/h,遊安  [詰り、バット折れる、ランニングスロー、送球が逸れる],東 克樹,糸原 健斗,0-0,●●
1,チェンジアップ,126km/h,ボール,東 克樹,豊田 寛,0-0,●●●
2,ストレート,142km/h,ボール,東 克樹,豊田 寛,0-0,●●●
3,チェンジアップ,127km/h,空振り,東 克樹,豊田 寛,0-0,●●●
4,ストレート,143km/h,ボール,東 克樹,豊田 寛,0-0,●●●
5,ストレート,143km/h,空振り,東 克樹,豊田 寛,0-0,●●●
6,ストレート,143km/h,空三振,東 克樹,豊田 寛,0-0,●●●
1,ツーシーム,139km/h,ファウル,小川 一平,関根 大気,0-0,●
2,カーブ,117km/h,ボール  [ワンバウンド],小川 一平,関根 大気,0-0,●
3,カットボール,136km/h,見逃し,小川 一平,関根 大気,0-0,●
4,カットボール,137km/h,ボール,小川 一平,関根 大気,0-0,●
5,ストレート,147km/h,ファウル,小川 一平,関根 大気,0-0,●
6,ストレート,146km/h,ファウル,小川 一平,関根 大気,0-0,●
7,カーブ,119km/h,ファウル,小川 一平,関根 大気,0-0,●
8,ツーシーム,142km/h,投ゴロ  [バットの先],小川 一平,関根 大気,0-0,●
1,カーブ,116km/h,見逃し,小川 一平,大田 泰示,0-0,●●
2,カットボール,138km/h,空振り,小川 一平,大田 泰示,0-0,●●
3,カットボール,139km/h,ボール,小川 一平,大田 泰示,0-0,●●
4,ツーシーム,142km/h,ファウル,小川 一平,大田 泰示,0-0,●●
5,ストレート,148km/h,見三振  [構えたところにズバリ],小川 一平,大田 泰示,0-0,●●
1,ツーシーム,143km/h,ボール,小川 一平,佐野 恵太,0-0,●●●
2,カットボール,137km/h,見逃し,小川 一平,佐野 恵太,0-0,●●●
3,ストレート,148km/h,見逃し,小川 一平,佐野 恵太,0-0,●●●
4,ストレート,149km/h,遊ゴロ  [内野一塁寄り、当てただけ、バットの先],小川 一平,佐野 恵太,0-0,●●●
1,チェンジアップ,125km/h,ボール,東 克樹,梅野 隆太郎,0-0,●
2,ストレート,139km/h,見逃し,東 克樹,梅野 隆太郎,0-0,●
3,ストレート,140km/h,見逃し,東 克樹,梅野 隆太郎,0-0,●
4,ストレート,138km/h,ファウル,東 克樹,梅野 隆太郎,0-0,●
5,チェンジアップ,113km/h,ボール  [すっぽ抜け],東 克樹,梅野 隆太郎,0-0,●
6,ストレート,143km/h,空三振,東 克樹,梅野 隆太郎,0-0,●
1,ストレート,139km/h,見逃し,東 克樹,小川 一平,0-0,●●
2,ストレート,141km/h,ボール  [セーフティバント、バント構え],東 克樹,小川 一平,0-0,●●
3,ストレート,140km/h,ファウル,東 克樹,小川 一平,0-0,●●
4,ストレート,141km/h,空三振,東 克樹,小川 一平,0-0,●●
1,ストレート,141km/h,見逃し,東 克樹,中野 拓夢,0-0,●●●
2,カーブ,118km/h,ボール  [ワンバウンド],東 克樹,中野 拓夢,0-0,●●●
3,ストレート,142km/h,見逃し,東 克樹,中野 拓夢,0-0,●●●
4,ストレート,144km/h,ボール,東 克樹,中野 拓夢,0-0,●●●
5,ストレート,143km/h,空三振,東 克樹,中野 拓夢,0-0,●●●
1,ツーシーム,137km/h,ボール,小川 一平,牧 秀悟,0-0,●
2,カーブ,116km/h,見逃し,小川 一平,牧 秀悟,0-0,●
3,カーブ,116km/h,見逃し,小川 一平,牧 秀悟,0-0,●
4,ストレート,148km/h,空三振,小川 一平,牧 秀悟,0-0,●
1,ストレート,147km/h,ボール  [高めのつり球を要求],小川 一平,ソト,0-0,●●
2,ストレート,146km/h,見逃し,小川 一平,ソト,0-0,●●
3,カーブ,121km/h,三ゴロ  [引っかけ],小川 一平,ソト,0-0,●●
1,カーブ,117km/h,ファウル,小川 一平,大和,0-0,●●
2,カーブ,117km/h,ファウル  [ライン際],小川 一平,大和,0-0,●●
3,ストレート,148km/h,ボール,小川 一平,大和,0-0,●●
4,ストレート,148km/h,ボール,小川 一平,大和,0-0,●●
5,カーブ,121km/h,ファウル,小川 一平,大和,0-0,●●
6,ストレート,146km/h,ファウル,小川 一平,大和,0-0,●●
7,ストレート,147km/h,ボール,小川 一平,大和,0-0,●●
8,カットボール,140km/h,四球  [ワンバウンド],小川 一平,大和,0-0,●●
1,カーブ,117km/h,二ゴロ  [引っかけ、バウンド高い],小川 一平,倉本 寿彦,0-0,●●●
1,ストレート,139km/h,右安,東 克樹,佐藤 輝明,0-0,
1,ストレート,141km/h,見逃し,東 克樹,近本 光司,0-0,●
2,ストレート,142km/h,ファウル,東 克樹,近本 光司,0-0,●
3,ストレート,142km/h,ボール,東 克樹,近本 光司,0-0,●
4,カットボール,126km/h,空三振,東 克樹,近本 光司,0-0,●
1,チェンジアップ,127km/h,空振り,東 克樹,大山 悠輔,0-0,●●●
2,ストレート,142km/h,二併打,東 克樹,大山 悠輔,0-0,●●●
1,ストレート,146km/h,ボール,小川 一平,嶺井 博希,0-0,●
2,カットボール,136km/h,中飛,小川 一平,嶺井 博希,0-0,●
1,ストレート,144km/h,見逃し  [セーフティバント、バント構え],小川 一平,東 克樹,0-0,●●
2,カーブ,116km/h,ボール  [セーフティバント、バント構え],小川 一平,東 克樹,0-0,●●
3,ツーシーム,140km/h,二ゴロ  [引っかけ、バットの先],小川 一平,東 克樹,0-0,●●
1,カーブ,116km/h,見逃し,小川 一平,関根 大気,0-0,●●●
2,ストレート,146km/h,ボール,小川 一平,関根 大気,0-0,●●●
3,ツーシーム,141km/h,ボール,小川 一平,関根 大気,0-0,●●●
4,カットボール,136km/h,ボール,小川 一平,関根 大気,0-0,●●●
5,ストレート,145km/h,見逃し  [一塁へ歩きかける],小川 一平,関根 大気,0-0,●●●
6,カーブ,120km/h,二ゴロ  [バットの先],小川 一平,関根 大気,0-0,●●●
1,チェンジアップ,125km/h,見逃し,東 克樹,ロハス・ジュニア,0-0,●
2,ストレート,139km/h,ファウル,東 克樹,ロハス・ジュニア,0-0,●
3,ストレート,144km/h,ボール,東 克樹,ロハス・ジュニア,0-0,●
4,ストレート,140km/h,ボール,東 克樹,ロハス・ジュニア,0-0,●
5,チェンジアップ,126km/h,ファウル,東 克樹,ロハス・ジュニア,0-0,●
6,チェンジアップ,129km/h,二飛  [高々と舞い上がる],東 克樹,ロハス・ジュニア,0-0,●
1,ストレート,143km/h,見逃し,東 克樹,糸原 健斗,0-0,●●
2,ストレート,143km/h,見逃し,東 克樹,糸原 健斗,0-0,●●
3,ストレート,145km/h,ボール,東 克樹,糸原 健斗,0-0,●●
4,ストレート,145km/h,ファウル,東 克樹,糸原 健斗,0-0,●●
5,チェンジアップ,132km/h,ボール  [ワンバウンド],東 克樹,糸原 健斗,0-0,●●
6,カットボール,134km/h,ファウル,東 克樹,糸原 健斗,0-0,●●
7,カットボール,124km/h,ファウル,東 克樹,糸原 健斗,0-0,●●
8,ストレート,142km/h,左飛  [詰り],東 克樹,糸原 健斗,0-0,●●
1,ストレート,143km/h,見逃し,東 克樹,豊田 寛,0-0,●●●
2,チェンジアップ,127km/h,遊ゴロ  [泳ぎ、バットの先],東 克樹,豊田 寛,0-0,●●●
1,ストレート,144km/h,ボール,小川 一平,大田 泰示,0-0,
2,ストレート,144km/h,三安  [強襲],小川 一平,大田 泰示,0-0,
1,ストレート,144km/h,ファウル,小川 一平,佐野 恵太,0-0,
2,ツーシーム,141km/h,一野選  [バウンド高い、リプレー検証後判定変わらず],小川 一平,佐野 恵太,0-0,
1,ツーシーム,139km/h,見逃し,小川 一平,牧 秀悟,0-0,●●
2,ストレート,145km/h,ボール,小川 一平,牧 秀悟,0-0,●●
3,ストレート,146km/h,空振り,小川 一平,牧 秀悟,0-0,●●
4,カーブ,118km/h,ファウル,小川 一平,牧 秀悟,0-0,●●
5,ツーシーム,140km/h,ファウル,小川 一平,牧 秀悟,0-0,●●
6,カーブ,120km/h,三併打  [バットの先、ライン際],小川 一平,牧 秀悟,0-0,●●
1,カットボール,137km/h,見逃し,小川 一平,大和,0-0,●●●
2,ストレート,144km/h,ボール,小川 一平,大和,0-0,●●●
3,カーブ,118km/h,ファウル  [自打球],小川 一平,大和,0-0,●●●
4,ツーシーム,143km/h,ボール  [ワンバウンド],小川 一平,大和,0-0,●●●
5,カットボール,141km/h,ファウル,小川 一平,大和,0-0,●●●
6,カーブ,120km/h,投ゴロ  [バットの先、ボテボテ],小川 一平,大和,0-0,●●●
1,ストレート,148km/h,空振り,伊勢 大夢,梅野 隆太郎,0-0,●
2,ストレート,149km/h,見逃し,伊勢 大夢,梅野 隆太郎,0-0,●
3,ストレート,147km/h,空三振  [高めのつり球を要求、振り遅れ],伊勢 大夢,梅野 隆太郎,0-0,●
1,ストレート,148km/h,ファウル,伊勢 大夢,髙山 俊,0-0,●
2,ストレート,149km/h,空振り  [ファウルチップ],伊勢 大夢,髙山 俊,0-0,●
3,ストレート,151km/h,ボール,伊勢 大夢,髙山 俊,0-0,●
4,ストレート,149km/h,左安,伊勢 大夢,髙山 俊,0-0,●
1,ストレート,148km/h,見逃し,伊勢 大夢,中野 拓夢,0-0,●●
2,フォーク,135km/h,ファウル,伊勢 大夢,中野 拓夢,0-0,●●
3,フォーク,134km/h,ボール,伊勢 大夢,中野 拓夢,0-0,●●
4,フォーク,135km/h,一ゴロ  [引っかけ],伊勢 大夢,中野 拓夢,0-0,●●
1,スライダー,137km/h,ボール  [ワンバウンド、捕手後逸阻止],エスコバー,近本 光司,0-0,●●●
2,ツーシーム,151km/h,投ゴロ  [詰り、ボテボテ],エスコバー,近本 光司,0-0,●●●
1,ストレート,146km/h,ファウル,湯浅 京己,倉本 寿彦,0-0,●
2,フォーク,139km/h,ファウル,湯浅 京己,倉本 寿彦,0-0,●
3,ストレート,148km/h,ファウル,湯浅 京己,倉本 寿彦,0-0,●
4,フォーク,139km/h,遊ゴロ  [バットの先],湯浅 京己,倉本 寿彦,0-0,●
1,フォーク,136km/h,空振り,湯浅 京己,戸柱 恭孝,0-0,●●
2,フォーク,138km/h,ボール  [ワンバウンド],湯浅 京己,戸柱 恭孝,0-0,●●
3,フォーク,135km/h,二ゴロ,湯浅 京己,戸柱 恭孝,0-0,●●
1,ストレート,148km/h,見逃し,湯浅 京己,山下 幸輝,0-0,●●●
2,カーブ,123km/h,空振り,湯浅 京己,山下 幸輝,0-0,●●●
3,フォーク,142km/h,投ゴロ  [泳ぎ、バットの先、ボテボテ],湯浅 京己,山下 幸輝,0-0,●●●
1,スライダー,141km/h,ボール,三嶋 一輝,大山 悠輔,0-0,●
2,スライダー,139km/h,ボール,三嶋 一輝,大山 悠輔,0-0,●
3,ストレート,150km/h,ボール,三嶋 一輝,大山 悠輔,0-0,●
4,ストレート,148km/h,見逃し,三嶋 一輝,大山 悠輔,0-0,●
5,ストレート,150km/h,ファウル,三嶋 一輝,大山 悠輔,0-0,●
6,ストレート,152km/h,右飛  [詰り],三嶋 一輝,大山 悠輔,0-0,●
1,カーブ,128km/h,ボール,三嶋 一輝,ロハス・ジュニア,0-0,●●
2,ストレート,151km/h,ボール  [ハーフスイング],三嶋 一輝,ロハス・ジュニア,0-0,●●
3,スライダー,138km/h,ファウル,三嶋 一輝,ロハス・ジュニア,0-0,●●
4,ストレート,152km/h,空振り,三嶋 一輝,ロハス・ジュニア,0-0,●●
5,ストレート,152km/h,ボール,三嶋 一輝,ロハス・ジュニア,0-0,●●
6,ストレート,151km/h,空三振  [ファウルチップ],三嶋 一輝,ロハス・ジュニア,0-0,●●
1,ストレート,149km/h,見逃し,三嶋 一輝,糸原 健斗,0-0,●●●
2,カーブ,130km/h,ボール  [ワンバウンド、ハーフスイング],三嶋 一輝,糸原 健斗,0-0,●●●
3,カーブ,127km/h,ボール,三嶋 一輝,糸原 健斗,0-0,●●●
4,フォーク,137km/h,空振り,三嶋 一輝,糸原 健斗,0-0,●●●
5,ストレート,152km/h,三ゴロ  [バウンド高い],三嶋 一輝,糸原 健斗,0-0,●●●
1,ストレート,148km/h,ファウル,アルカンタラ,関根 大気,0-0,●
2,スプリット,134km/h,ボール,アルカンタラ,関根 大気,0-0,●
3,スプリット,130km/h,見逃し,アルカンタラ,関根 大気,0-0,●
4,ストレート,148km/h,ファウル,アルカンタラ,関根 大気,0-0,●
5,ストレート,150km/h,空三振  [ハーフスイング],アルカンタラ,関根 大気,0-0,●
1,ストレート,150km/h,空振り,アルカンタラ,大田 泰示,0-0,●●
2,スライダー,135km/h,空振り,アルカンタラ,大田 泰示,0-0,●●
3,スプリット,136km/h,ファウル  [自打球],アルカンタラ,大田 泰示,0-0,●●
4,スライダー,137km/h,中飛  [泳ぎ、当てただけ、バットの先],アルカンタラ,大田 泰示,0-0,●●
1,スプリット,133km/h,中２  [フェンス直撃],アルカンタラ,佐野 恵太,0-0,●●
1,ストレート,150km/h,ボール,アルカンタラ,牧 秀悟,0-0,●●●
2,スプリット,137km/h,ボール  [ワンバウンド],アルカンタラ,牧 秀悟,0-0,●●●
3,ストレート,149km/h,ファウル,アルカンタラ,牧 秀悟,0-0,●●●
4,スプリット,136km/h,投ゴロ,アルカンタラ,牧 秀悟,0-0,●●●
1,スライダー,138km/h,ボール,三嶋 一輝,小野寺 暖,0-0,●
2,スライダー,136km/h,ボール,三嶋 一輝,小野寺 暖,0-0,●
3,スライダー,136km/h,見逃し,三嶋 一輝,小野寺 暖,0-0,●
4,ストレート,150km/h,見逃し,三嶋 一輝,小野寺 暖,0-0,●
5,ストレート,150km/h,ファウル,三嶋 一輝,小野寺 暖,0-0,●
6,フォーク,141km/h,見三振  [判定不服],三嶋 一輝,小野寺 暖,0-0,●
1,ストレート,150km/h,見逃し,三嶋 一輝,梅野 隆太郎,0-0,●●
2,ストレート,150km/h,ファウル,三嶋 一輝,梅野 隆太郎,0-0,●●
3,スライダー,137km/h,ボール,三嶋 一輝,梅野 隆太郎,0-0,●●
4,ストレート,149km/h,ボール  [高めのつり球を要求],三嶋 一輝,梅野 隆太郎,0-0,●●
5,ストレート,151km/h,空三振,三嶋 一輝,梅野 隆太郎,0-0,●●
1,カーブ,127km/h,見逃し,三嶋 一輝,熊谷 敬宥,0-0,●●
2,フォーク,143km/h,ボール  [ワンバウンド],三嶋 一輝,熊谷 敬宥,0-0,●●
3,ストレート,150km/h,ファウル,三嶋 一輝,熊谷 敬宥,0-0,●●
4,ストレート,150km/h,ボール,三嶋 一輝,熊谷 敬宥,0-0,●●
5,スライダー,136km/h,ファウル,三嶋 一輝,熊谷 敬宥,0-0,●●
6,ストレート,150km/h,右安,三嶋 一輝,熊谷 敬宥,0-0,●●
1,カーブ,125km/h,見逃し,三嶋 一輝,中野 拓夢,0-0,●●●
2,ストレート,148km/h,ファウル,三嶋 一輝,中野 拓夢,0-0,●●●
3,スライダー,138km/h,空三振,三嶋 一輝,中野 拓夢,0-0,●●●
1,カーブ,124km/h,ボール,浜地 真澄,ソト,0-1,
2,カットボール,134km/h,見逃し,浜地 真澄,ソト,0-1,
3,ストレート,146km/h,ファウル,浜地 真澄,ソト,0-1,
4,ストレート,146km/h,右本  [ポール際、サヨナラホームラン、観客大歓声、チームメイトから手荒い祝福を受ける],浜地 真澄,ソト,0-1,
1,ストレート,151km/h,見逃し,髙橋 宏斗,太田 賢吾,0-0,●
2,スプリット,132km/h,空振り  [ワンバウンド],髙橋 宏斗,太田 賢吾,0-0,●
3,ストレート,149km/h,ファウル,髙橋 宏斗,太田 賢吾,0-0,●
4,スプリット,139km/h,空三振,髙橋 宏斗,太田 賢吾,0-0,●
1,ナックルカーブ,119km/h,ボール,髙橋 宏斗,青木 宣親,0-0,●●
2,ストレート,148km/h,見逃し,髙橋 宏斗,青木 宣親,0-0,●●
3,カットボール,137km/h,一ゴロ,髙橋 宏斗,青木 宣親,0-0,●●
1,ストレート,147km/h,ボール,髙橋 宏斗,山田 哲人,0-0,●●●
2,ストレート,152km/h,空振り,髙橋 宏斗,山田 哲人,0-0,●●●
3,スプリット,140km/h,空振り  [ワンバウンド],髙橋 宏斗,山田 哲人,0-0,●●●
4,ストレート,150km/h,ボール,髙橋 宏斗,山田 哲人,0-0,●●●
5,ストレート,153km/h,ボール,髙橋 宏斗,山田 哲人,0-0,●●●
6,ストレート,152km/h,中飛,髙橋 宏斗,山田 哲人,0-0,●●●
1,ストレート,141km/h,ボール,小川 泰弘,大島 洋平,0-0,●
2,ストレート,142km/h,見逃し,小川 泰弘,大島 洋平,0-0,●
3,ストレート,142km/h,見逃し,小川 泰弘,大島 洋平,0-0,●
4,ストレート,142km/h,左邪飛,小川 泰弘,大島 洋平,0-0,●
1,フォーク,133km/h,ボール,小川 泰弘,鵜飼 航丞,0-0,●
2,スライダー,130km/h,見逃し,小川 泰弘,鵜飼 航丞,0-0,●
3,ツーシーム,143km/h,左安,小川 泰弘,鵜飼 航丞,0-0,●
1,ツーシーム,142km/h,一邪飛  [高々と舞い上がる],小川 泰弘,A.マルティネス,0-0,●●
1,ツーシーム,143km/h,ボール,小川 泰弘,ビシエド,0-0,●●●
2,ツーシーム,143km/h,ボール,小川 泰弘,ビシエド,0-0,●●●
3,ツーシーム,142km/h,ファウル  [自打球],小川 泰弘,ビシエド,0-0,●●●
4,ツーシーム,143km/h,ボール,小川 泰弘,ビシエド,0-0,●●●
5,スライダー,130km/h,投ゴロ  [バットの先、泳ぎ],小川 泰弘,ビシエド,0-0,●●●
1,ストレート,149km/h,ボール,髙橋 宏斗,村上 宗隆,0-0,
2,ストレート,148km/h,空振り,髙橋 宏斗,村上 宗隆,0-0,
3,ストレート,147km/h,右安,髙橋 宏斗,村上 宗隆,0-0,
1,ストレート,148km/h,ボール,髙橋 宏斗,塩見 泰隆,0-0,●
2,ナックルカーブ,119km/h,ボール,髙橋 宏斗,塩見 泰隆,0-0,●
3,ストレート,150km/h,見逃し,髙橋 宏斗,塩見 泰隆,0-0,●
4,スプリット,135km/h,空振り,髙橋 宏斗,塩見 泰隆,0-0,●
5,スプリット,136km/h,ファウル,髙橋 宏斗,塩見 泰隆,0-0,●
6,ストレート,150km/h,ファウル,髙橋 宏斗,塩見 泰隆,0-0,●
7,ナックルカーブ,121km/h,ファウル,髙橋 宏斗,塩見 泰隆,0-0,●
8,スプリット,136km/h,ファウル,髙橋 宏斗,塩見 泰隆,0-0,●
9,スプリット,136km/h,空三振,髙橋 宏斗,塩見 泰隆,0-0,●
1,ストレート,151km/h,ボール,髙橋 宏斗,長岡 秀樹,0-0,●●
2,スプリット,137km/h,空振り,髙橋 宏斗,長岡 秀樹,0-0,●●
3,ストレート,150km/h,ボール,髙橋 宏斗,長岡 秀樹,0-0,●●
4,ストレート,150km/h,ボール  [ワンバウンド],髙橋 宏斗,長岡 秀樹,0-0,●●
5,ストレート,150km/h,二ゴロ  [併殺崩れ],髙橋 宏斗,長岡 秀樹,0-0,●●
1,ストレート,151km/h,ボール  [ハーフスイング],髙橋 宏斗,オスナ,0-0,●●●
2,ストレート,149km/h,ボール,髙橋 宏斗,オスナ,0-0,●●●
3,ナックルカーブ,119km/h,見逃し,髙橋 宏斗,オスナ,0-0,●●●
4,ストレート,150km/h,ボール,髙橋 宏斗,オスナ,0-0,●●●
5,スプリット,137km/h,空振り,髙橋 宏斗,オスナ,0-0,●●●
6,スプリット,135km/h,空三振  [投手ガッツポーズ],髙橋 宏斗,オスナ,0-0,●●●
1,ストレート,142km/h,見逃し,小川 泰弘,阿部 寿樹,0-0,
2,ストレート,141km/h,見逃し,小川 泰弘,阿部 寿樹,0-0,
3,ストレート,141km/h,中安,小川 泰弘,阿部 寿樹,0-0,
1,ストレート,143km/h,空振り,小川 泰弘,木下 拓哉,0-0,
2,スライダー,127km/h,ボール,小川 泰弘,木下 拓哉,0-0,
3,ツーシーム,142km/h,ボール,小川 泰弘,木下 拓哉,0-0,
4,スライダー,131km/h,ボール,小川 泰弘,木下 拓哉,0-0,
5,チェンジアップ,117km/h,見逃し,小川 泰弘,木下 拓哉,0-0,
6,ストレート,143km/h,右安  [ランエンドヒット],小川 泰弘,木下 拓哉,0-0,
1,ツーシーム,143km/h,ボール,小川 泰弘,石川 昂弥,0-0,
2,スライダー,131km/h,ボール  [ワンバウンド],小川 泰弘,石川 昂弥,0-0,
3,フォーク,136km/h,ボール  [ワンバウンド],小川 泰弘,石川 昂弥,0-0,
4,ツーシーム,141km/h,四球,小川 泰弘,石川 昂弥,0-0,
1,フォーク,136km/h,ボール  [ワンバウンド],小川 泰弘,京田 陽太,0-2,
2,ストレート,143km/h,ファウル,小川 泰弘,京田 陽太,0-2,
3,ストレート,144km/h,ファウル,小川 泰弘,京田 陽太,0-2,
4,フォーク,136km/h,ファウル,小川 泰弘,京田 陽太,0-2,
5,ストレート,145km/h,ファウル,小川 泰弘,京田 陽太,0-2,
6,ストレート,143km/h,中安,小川 泰弘,京田 陽太,0-2,
1,カットボール,136km/h,空振り  [バント空振り],小川 泰弘,髙橋 宏斗,0-2,
2,ストレート,142km/h,犠打失,小川 泰弘,髙橋 宏斗,0-2,
1,フォーク,131km/h,見逃し,小川 泰弘,大島 洋平,0-2,●●
2,ストレート,141km/h,ボール,小川 泰弘,大島 洋平,0-2,●●
3,ストレート,144km/h,ボール,小川 泰弘,大島 洋平,0-2,●●
4,チェンジアップ,123km/h,ボール  [ハーフスイング],小川 泰弘,大島 洋平,0-2,●●
5,チェンジアップ,123km/h,中飛  [タッチアップ、ヘッドスライディング、リプレー検証後判定変わらず],小川 泰弘,大島 洋平,0-2,●●
1,チェンジアップ,120km/h,見逃し,小川 泰弘,鵜飼 航丞,0-2,●●●
2,スライダー,131km/h,ボール  [ハーフスイング],小川 泰弘,鵜飼 航丞,0-2,●●●
3,スライダー,131km/h,ファウル,小川 泰弘,鵜飼 航丞,0-2,●●●
4,フォーク,135km/h,三ゴロ  [詰り],小川 泰弘,鵜飼 航丞,0-2,●●●
1,ストレート,148km/h,見逃し  [セーフティバント、バント構え],髙橋 宏斗,古賀 優大,0-2,●
2,カットボール,134km/h,ファウル  [セーフティバント、バントファウル],髙橋 宏斗,古賀 優大,0-2,●
3,スプリット,137km/h,ボール,髙橋 宏斗,古賀 優大,0-2,●
4,スプリット,137km/h,空三振,髙橋 宏斗,古賀 優大,0-2,●
1,ストレート,150km/h,見逃し,髙橋 宏斗,小川 泰弘,0-2,●●
2,ストレート,146km/h,ファウル,髙橋 宏斗,小川 泰弘,0-2,●●
3,スプリット,136km/h,ボール  [ワンバウンド、ハーフスイング],髙橋 宏斗,小川 泰弘,0-2,●●
4,ストレート,150km/h,見三振  [構えたところにズバリ],髙橋 宏斗,小川 泰弘,0-2,●●
1,ストレート,151km/h,見逃し,髙橋 宏斗,太田 賢吾,0-2,●●●
2,ストレート,148km/h,ボール,髙橋 宏斗,太田 賢吾,0-2,●●●
3,スプリット,138km/h,見逃し,髙橋 宏斗,太田 賢吾,0-2,●●●
4,スプリット,140km/h,ボール  [ワンバウンド],髙橋 宏斗,太田 賢吾,0-2,●●●
5,ストレート,152km/h,左飛,髙橋 宏斗,太田 賢吾,0-2,●●●
1,チェンジアップ,116km/h,ボール,小川 泰弘,A.マルティネス,0-2,
2,チェンジアップ,118km/h,ファウル,小川 泰弘,A.マルティネス,0-2,
3,カットボール,138km/h,右安,小川 泰弘,A.マルティネス,0-2,
1,ツーシーム,142km/h,ボール  [打者のけぞる],小川 泰弘,ビシエド,0-2,●
2,スライダー,129km/h,右飛,小川 泰弘,ビシエド,0-2,●
1,フォーク,134km/h,ボール,小川 泰弘,阿部 寿樹,0-2,●
2,チェンジアップ,116km/h,ボール,小川 泰弘,阿部 寿樹,0-2,●
3,チェンジアップ,118km/h,見逃し,小川 泰弘,阿部 寿樹,0-2,●
4,スライダー,130km/h,空振り,小川 泰弘,阿部 寿樹,0-2,●
5,フォーク,135km/h,ファウル  [ランエンドヒット],小川 泰弘,阿部 寿樹,0-2,●
6,ツーシーム,144km/h,ファウル  [止めたバットに当たる],小川 泰弘,阿部 寿樹,0-2,●
7,ストレート,144km/h,ボール,小川 泰弘,阿部 寿樹,0-2,●
8,チェンジアップ,121km/h,ファウル  [ヒットエンドラン],小川 泰弘,阿部 寿樹,0-2,●
9,ツーシーム,141km/h,ファウル,小川 泰弘,阿部 寿樹,0-2,●
10,チェンジアップ,119km/h,ファウル  [ポール際],小川 泰弘,阿部 寿樹,0-2,●
11,フォーク,134km/h,四球  [ワンバウンド、ランエンドヒット],小川 泰弘,阿部 寿樹,0-2,●
