投球数,球種,球速,結果,投手,打者,スコア,アウトカウント
6,ストレート,146km/h,左本,坂本 光士郎,今宮 健太,0-10,●●
1,ストレート,145km/h,ボール,坂本 光士郎,柳町 達,0-10,●●●
2,カットボール,137km/h,二ゴロ,坂本 光士郎,柳町 達,0-10,●●●
1,ストレート,150km/h,ボール,大関 友久,中村 奨吾,0-10,
2,ストレート,147km/h,見逃し,大関 友久,中村 奨吾,0-10,
3,フォーク,137km/h,左安,大関 友久,中村 奨吾,0-10,
1,ストレート,147km/h,ボール,大関 友久,安田 尚憲,0-10,●●
2,ストレート,147km/h,ボール,大関 友久,安田 尚憲,0-10,●●
3,ストレート,146km/h,ファウル,大関 友久,安田 尚憲,0-10,●●
4,ストレート,148km/h,投併打  [詰り、バット折れる],大関 友久,安田 尚憲,0-10,●●
1,ツーシーム,138km/h,ボール,大関 友久,井上 晴哉,0-10,●●●
2,フォーク,138km/h,見逃し,大関 友久,井上 晴哉,0-10,●●●
3,フォーク,139km/h,ボール,大関 友久,井上 晴哉,0-10,●●●
4,ストレート,147km/h,空振り,大関 友久,井上 晴哉,0-10,●●●
5,ストレート,149km/h,空三振,大関 友久,井上 晴哉,0-10,●●●
1,ストレート,150km/h,ボール,岩下 大輝,周東 佑京,0-10,●
2,ストレート,149km/h,空振り  [ハーフスイング],岩下 大輝,周東 佑京,0-10,●
3,ストレート,148km/h,左飛,岩下 大輝,周東 佑京,0-10,●
1,スライダー,132km/h,ボール,岩下 大輝,甲斐 拓也,0-10,●●
2,ストレート,147km/h,ボール,岩下 大輝,甲斐 拓也,0-10,●●
3,ストレート,146km/h,左飛,岩下 大輝,甲斐 拓也,0-10,●●
1,フォーク,137km/h,見逃し,岩下 大輝,野村 勇,0-10,●●●
2,ストレート,147km/h,空振り,岩下 大輝,野村 勇,0-10,●●●
3,フォーク,139km/h,空三振,岩下 大輝,野村 勇,0-10,●●●
1,ストレート,146km/h,ボール,大関 友久,レアード,0-10,●
2,フォーク,138km/h,ボール,大関 友久,レアード,0-10,●
3,ストレート,145km/h,ファウル,大関 友久,レアード,0-10,●
4,ストレート,147km/h,中飛,大関 友久,レアード,0-10,●
1,フォーク,136km/h,左飛  [フェンスギリギリ、ジャンピングキャッチ、好プレイ],大関 友久,山口 航輝,0-10,●●
1,フォーク,131km/h,ボール,大関 友久,藤原 恭大,0-10,●●
2,ストレート,146km/h,見逃し,大関 友久,藤原 恭大,0-10,●●
3,ストレート,148km/h,ボール,大関 友久,藤原 恭大,0-10,●●
4,ストレート,146km/h,見逃し,大関 友久,藤原 恭大,0-10,●●
5,ストレート,148km/h,ボール,大関 友久,藤原 恭大,0-10,●●
6,ストレート,148km/h,左安,大関 友久,藤原 恭大,0-10,●●
1,ストレート,146km/h,見逃し  [投球間に進塁],大関 友久,三木 亮,0-10,●●
1,ストレート,146km/h,見逃し  [投球間に進塁],大関 友久,三木 亮,0-10,●●●
2,フォーク,135km/h,遊ゴロ  [バットの先],大関 友久,三木 亮,0-10,●●●
1,スライダー,122km/h,見逃し,加藤 貴之,山﨑 剛,0-0,●
2,スライダー,124km/h,ファウル,加藤 貴之,山﨑 剛,0-0,●
3,スライダー,126km/h,ボール,加藤 貴之,山﨑 剛,0-0,●
4,シュート,137km/h,二ゴロ,加藤 貴之,山﨑 剛,0-0,●
1,ストレート,140km/h,見逃し,加藤 貴之,小深田 大翔,0-0,●
2,スライダー,122km/h,右２  [ライン際],加藤 貴之,小深田 大翔,0-0,●
1,カットボール,130km/h,ボール,加藤 貴之,浅村 栄斗,0-0,●
2,カットボール,131km/h,ボール,加藤 貴之,浅村 栄斗,0-0,●
3,シュート,137km/h,ボール,加藤 貴之,浅村 栄斗,0-0,●
4,ストレート,139km/h,四球,加藤 貴之,浅村 栄斗,0-0,●
1,シュート,137km/h,ボール,加藤 貴之,島内 宏明,0-0,●●
2,カットボール,133km/h,左飛,加藤 貴之,島内 宏明,0-0,●●
1,スライダー,125km/h,見逃し,加藤 貴之,辰己 涼介,0-0,●●●
2,ストレート,141km/h,見逃し,加藤 貴之,辰己 涼介,0-0,●●●
3,フォーク,135km/h,ボール  [ワンバウンド],加藤 貴之,辰己 涼介,0-0,●●●
4,フォーク,133km/h,空三振,加藤 貴之,辰己 涼介,0-0,●●●
1,ストレート,146km/h,三邪飛  [セーフティバント],早川 隆久,細川 凌平,0-0,●
1,ストレート,144km/h,ボール,早川 隆久,杉谷 拳士,0-0,●●
2,ストレート,146km/h,ファウル,早川 隆久,杉谷 拳士,0-0,●●
3,カーブ,122km/h,見逃し,早川 隆久,杉谷 拳士,0-0,●●
4,ストレート,148km/h,ボール,早川 隆久,杉谷 拳士,0-0,●●
5,ストレート,148km/h,ファウル,早川 隆久,杉谷 拳士,0-0,●●
6,カットボール,139km/h,ファウル,早川 隆久,杉谷 拳士,0-0,●●
7,カーブ,123km/h,ファウル,早川 隆久,杉谷 拳士,0-0,●●
8,チェンジアップ,131km/h,空三振,早川 隆久,杉谷 拳士,0-0,●●
1,ストレート,147km/h,ファウル,早川 隆久,五十幡 亮汰,0-0,●●●
2,ストレート,146km/h,ボール,早川 隆久,五十幡 亮汰,0-0,●●●
3,カーブ,123km/h,見逃し,早川 隆久,五十幡 亮汰,0-0,●●●
4,ストレート,146km/h,空三振  [ファウルチップ],早川 隆久,五十幡 亮汰,0-0,●●●
1,スローカーブ,97km/h,ボール,加藤 貴之,鈴木 大地,0-0,●
2,ストレート,138km/h,見逃し,加藤 貴之,鈴木 大地,0-0,●
3,カットボール,130km/h,ボール,加藤 貴之,鈴木 大地,0-0,●
4,ストレート,139km/h,三邪飛,加藤 貴之,鈴木 大地,0-0,●
1,カットボール,130km/h,一ゴロ  [泳ぎ、スライディングキャッチ、逆シングル],加藤 貴之,茂木 栄五郎,0-0,●●
1,ストレート,139km/h,見逃し,加藤 貴之,岡島 豪郎,0-0,●●●
2,フォーク,131km/h,投ゴロ  [詰り、バット折れる],加藤 貴之,岡島 豪郎,0-0,●●●
1,ストレート,145km/h,ボール,早川 隆久,近藤 健介,0-0,●
2,ストレート,144km/h,見逃し,早川 隆久,近藤 健介,0-0,●
3,ストレート,146km/h,ファウル,早川 隆久,近藤 健介,0-0,●
4,チェンジアップ,134km/h,ファウル,早川 隆久,近藤 健介,0-0,●
5,チェンジアップ,132km/h,ボール,早川 隆久,近藤 健介,0-0,●
6,ストレート,146km/h,左飛,早川 隆久,近藤 健介,0-0,●
1,カーブ,124km/h,ボール  [ワンバウンド],早川 隆久,上川畑 大悟,0-0,●●
2,カーブ,123km/h,ボール,早川 隆久,上川畑 大悟,0-0,●●
3,ストレート,148km/h,二飛  [詰り],早川 隆久,上川畑 大悟,0-0,●●
1,チェンジアップ,134km/h,見逃し,早川 隆久,谷内 亮太,0-0,●●●
2,チェンジアップ,138km/h,一ゴロ  [バットの先、ボテボテ],早川 隆久,谷内 亮太,0-0,●●●
1,カットボール,129km/h,ファウル,加藤 貴之,太田 光,0-0,●
2,フォーク,131km/h,右飛,加藤 貴之,太田 光,0-0,●
1,スライダー,124km/h,ファウル,加藤 貴之,山﨑 剛,0-0,●●
2,シュート,136km/h,左飛,加藤 貴之,山﨑 剛,0-0,●●
1,スローカーブ,99km/h,見逃し,加藤 貴之,小深田 大翔,0-0,●●
2,カットボール,130km/h,空振り,加藤 貴之,小深田 大翔,0-0,●●
3,フォーク,134km/h,一ゴロ  [逆シングル、スライディングキャッチ],加藤 貴之,小深田 大翔,0-0,●●
1,ストレート,140km/h,ボール  [送球できず],加藤 貴之,浅村 栄斗,0-0,●●
1,ストレート,140km/h,ボール  [送球できず],加藤 貴之,浅村 栄斗,0-0,●●●
2,カットボール,129km/h,ファウル,加藤 貴之,浅村 栄斗,0-0,●●●
3,フォーク,132km/h,空振り,加藤 貴之,浅村 栄斗,0-0,●●●
4,フォーク,133km/h,空三振,加藤 貴之,浅村 栄斗,0-0,●●●
1,ストレート,145km/h,見逃し,早川 隆久,アルカンタラ,0-0,●
2,チェンジアップ,134km/h,ボール,早川 隆久,アルカンタラ,0-0,●
3,ストレート,145km/h,ファウル,早川 隆久,アルカンタラ,0-0,●
4,カットボール,137km/h,ボール,早川 隆久,アルカンタラ,0-0,●
5,チェンジアップ,133km/h,ボール,早川 隆久,アルカンタラ,0-0,●
6,ストレート,147km/h,二飛  [詰り],早川 隆久,アルカンタラ,0-0,●
1,カーブ,122km/h,ボール,早川 隆久,宇佐見 真吾,0-1,●
2,フォーク,138km/h,ボール,早川 隆久,宇佐見 真吾,0-1,●
3,ストレート,144km/h,右本  [外野手が一歩も打球追わず、スタンド中段],早川 隆久,宇佐見 真吾,0-1,●
1,ストレート,146km/h,見逃し,早川 隆久,石井 一成,0-1,●●
2,カットボール,135km/h,見逃し,早川 隆久,石井 一成,0-1,●●
3,スライダー,132km/h,ボール,早川 隆久,石井 一成,0-1,●●
4,カーブ,-,二ゴロ,早川 隆久,石井 一成,0-1,●●
1,ストレート,144km/h,ボール,早川 隆久,細川 凌平,0-1,●●●
2,ストレート,144km/h,ファウル,早川 隆久,細川 凌平,0-1,●●●
3,カットボール,135km/h,ボール,早川 隆久,細川 凌平,0-1,●●●
4,ストレート,146km/h,ボール,早川 隆久,細川 凌平,0-1,●●●
5,ストレート,146km/h,見逃し,早川 隆久,細川 凌平,0-1,●●●
6,ストレート,145km/h,ファウル,早川 隆久,細川 凌平,0-1,●●●
7,ストレート,147km/h,ファウル,早川 隆久,細川 凌平,0-1,●●●
8,ストレート,146km/h,空三振,早川 隆久,細川 凌平,0-1,●●●
1,ストレート,139km/h,ボール,加藤 貴之,島内 宏明,0-1,
2,シュート,135km/h,ファウル,加藤 貴之,島内 宏明,0-1,
3,スライダー,122km/h,中安,加藤 貴之,島内 宏明,0-1,
1,カットボール,129km/h,空振り,加藤 貴之,辰己 涼介,0-1,●
2,シュート,137km/h,ファウル  [セーフティバント、バントファウル],加藤 貴之,辰己 涼介,0-1,●
3,フォーク,134km/h,空三振,加藤 貴之,辰己 涼介,0-1,●
1,カットボール,131km/h,空振り,加藤 貴之,鈴木 大地,0-1,●●
2,フォーク,130km/h,ボール,加藤 貴之,鈴木 大地,0-1,●●
3,ストレート,139km/h,見逃し,加藤 貴之,鈴木 大地,0-1,●●
4,カットボール,131km/h,見三振,加藤 貴之,鈴木 大地,0-1,●●
1,シュート,137km/h,中飛  [ジャンピングキャッチ、フェンス激突、好プレイ],加藤 貴之,茂木 栄五郎,0-1,●●●
1,チェンジアップ,131km/h,空振り,早川 隆久,杉谷 拳士,0-1,
2,チェンジアップ,130km/h,見逃し,早川 隆久,杉谷 拳士,0-1,
3,ストレート,146km/h,右安,早川 隆久,杉谷 拳士,0-1,
1,カットボール,134km/h,見逃し,早川 隆久,五十幡 亮汰,0-1,●
2,ストレート,144km/h,ファウル,早川 隆久,五十幡 亮汰,0-1,●
3,ストレート,144km/h,ボール,早川 隆久,五十幡 亮汰,0-1,●
4,ストレート,143km/h,ファウル,早川 隆久,五十幡 亮汰,0-1,●
5,カーブ,119km/h,ファウル,早川 隆久,五十幡 亮汰,0-1,●
6,ストレート,145km/h,ボール,早川 隆久,五十幡 亮汰,0-1,●
7,ストレート,143km/h,ファウル  [ランエンドヒット],早川 隆久,五十幡 亮汰,0-1,●
8,カットボール,133km/h,ボール,早川 隆久,五十幡 亮汰,0-1,●
9,カットボール,137km/h,バ三振  [セーフティバント、バントファウル、バントエンドラン],早川 隆久,五十幡 亮汰,0-1,●
1,カットボール,130km/h,右飛,早川 隆久,近藤 健介,0-1,●●
1,カットボール,135km/h,ボール,早川 隆久,上川畑 大悟,0-1,●●
2,チェンジアップ,130km/h,空振り  [ハーフスイング],早川 隆久,上川畑 大悟,0-1,●●
3,チェンジアップ,132km/h,ボール,早川 隆久,上川畑 大悟,0-1,●●
4,ストレート,144km/h,ファウル,早川 隆久,上川畑 大悟,0-1,●●
5,ストレート,146km/h,ファウル,早川 隆久,上川畑 大悟,0-1,●●
6,カーブ,121km/h,ファウル,早川 隆久,上川畑 大悟,0-1,●●
7,チェンジアップ,131km/h,ファウル,早川 隆久,上川畑 大悟,0-1,●●
8,ストレート,145km/h,左安,早川 隆久,上川畑 大悟,0-1,●●
1,ストレート,146km/h,ボール,早川 隆久,谷内 亮太,0-3,●●
2,カーブ,121km/h,右安,早川 隆久,谷内 亮太,0-3,●●
1,カットボール,137km/h,ボール,早川 隆久,アルカンタラ,0-3,●●●
2,ストレート,145km/h,ボール,早川 隆久,アルカンタラ,0-3,●●●
3,カットボール,134km/h,見逃し,早川 隆久,アルカンタラ,0-3,●●●
4,チェンジアップ,132km/h,ボール,早川 隆久,アルカンタラ,0-3,●●●
5,ストレート,144km/h,見逃し,早川 隆久,アルカンタラ,0-3,●●●
6,カットボール,134km/h,空三振,早川 隆久,アルカンタラ,0-3,●●●
1,スローカーブ,98km/h,見逃し,加藤 貴之,岡島 豪郎,0-3,●
2,ストレート,137km/h,ボール,加藤 貴之,岡島 豪郎,0-3,●
3,フォーク,130km/h,中飛,加藤 貴之,岡島 豪郎,0-3,●
1,カットボール,131km/h,ボール,加藤 貴之,太田 光,0-3,●●
2,スローカーブ,99km/h,見逃し,加藤 貴之,太田 光,0-3,●●
3,ストレート,137km/h,見逃し,加藤 貴之,太田 光,0-3,●●
4,ストレート,139km/h,捕邪飛  [詰り],加藤 貴之,太田 光,0-3,●●
1,シュート,138km/h,遊ゴロ,加藤 貴之,山﨑 剛,0-3,●●●
1,ストレート,143km/h,二ゴロ,早川 隆久,宇佐見 真吾,0-3,●
1,カットボール,135km/h,ボール,早川 隆久,石井 一成,0-3,●
2,チェンジアップ,136km/h,見逃し,早川 隆久,石井 一成,0-3,●
3,チェンジアップ,130km/h,ボール,早川 隆久,石井 一成,0-3,●
4,ストレート,143km/h,ボール,早川 隆久,石井 一成,0-3,●
5,ストレート,146km/h,ファウル,早川 隆久,石井 一成,0-3,●
6,ストレート,146km/h,ファウル,早川 隆久,石井 一成,0-3,●
7,カットボール,137km/h,四球  [ハーフスイング],早川 隆久,石井 一成,0-3,●
1,ストレート,143km/h,ボール  [セーフティバント、バント構え],早川 隆久,細川 凌平,0-3,●
2,ストレート,144km/h,犠打失  [セーフティバント、ライン際、ランニングスロー、送球がバウンド],早川 隆久,細川 凌平,0-3,●
1,チェンジアップ,131km/h,空振り  [ヒットエンドラン],早川 隆久,杉谷 拳士,0-3,●●
1,チェンジアップ,131km/h,空振り  [ヒットエンドラン],早川 隆久,杉谷 拳士,0-3,●●●
2,チェンジアップ,132km/h,空振り,早川 隆久,杉谷 拳士,0-3,●●●
3,チェンジアップ,133km/h,見三振,早川 隆久,杉谷 拳士,0-3,●●●
1,ストレート,136km/h,ボール,加藤 貴之,小深田 大翔,0-3,●
2,スローカーブ,100km/h,ボール,加藤 貴之,小深田 大翔,0-3,●
3,カットボール,127km/h,見逃し,加藤 貴之,小深田 大翔,0-3,●
4,フォーク,130km/h,二ゴロ,加藤 貴之,小深田 大翔,0-3,●
1,スローカーブ,101km/h,ボール  [ワンバウンド],加藤 貴之,浅村 栄斗,0-3,●●
2,シュート,137km/h,遊ゴロ,加藤 貴之,浅村 栄斗,0-3,●●
1,スローカーブ,98km/h,見逃し,加藤 貴之,島内 宏明,0-3,●●
2,フォーク,132km/h,ファウル,加藤 貴之,島内 宏明,0-3,●●
3,フォーク,134km/h,右安,加藤 貴之,島内 宏明,0-3,●●
1,スローカーブ,97km/h,ボール,加藤 貴之,辰己 涼介,0-3,●●●
2,シュート,137km/h,二ゴロ  [バウンド高い],加藤 貴之,辰己 涼介,0-3,●●●
1,ストレート,150km/h,ボール  [ワンバウンド],鈴木 翔天,五十幡 亮汰,0-3,
2,ストレート,148km/h,ファウル,鈴木 翔天,五十幡 亮汰,0-3,
3,スライダー,134km/h,ボール,鈴木 翔天,五十幡 亮汰,0-3,
4,ストレート,151km/h,ボール,鈴木 翔天,五十幡 亮汰,0-3,
5,ストレート,151km/h,ファウル,鈴木 翔天,五十幡 亮汰,0-3,
6,ストレート,152km/h,ファウル,鈴木 翔天,五十幡 亮汰,0-3,
7,ストレート,152km/h,ファウル,鈴木 翔天,五十幡 亮汰,0-3,
8,スライダー,135km/h,四球  [ワンバウンド],鈴木 翔天,五十幡 亮汰,0-3,
1,ストレート,151km/h,ボール,鈴木 翔天,近藤 健介,0-3,
2,スライダー,134km/h,ボール,鈴木 翔天,近藤 健介,0-3,
3,ストレート,151km/h,空振り  [ヒットエンドラン、リプレー検証後判定変わらず],鈴木 翔天,近藤 健介,0-3,
1,ストレート,151km/h,ボール,鈴木 翔天,近藤 健介,0-3,
2,スライダー,134km/h,ボール,鈴木 翔天,近藤 健介,0-3,
3,ストレート,151km/h,空振り  [ヒットエンドラン、リプレー検証後判定変わらず],鈴木 翔天,近藤 健介,0-3,
4,ストレート,149km/h,見逃し,鈴木 翔天,近藤 健介,0-3,
5,スライダー,134km/h,ボール,鈴木 翔天,近藤 健介,0-3,
6,ストレート,150km/h,ファウル,鈴木 翔天,近藤 健介,0-3,
7,ツーシーム,143km/h,四球  [ワンバウンド],鈴木 翔天,近藤 健介,0-3,
