投球数,球種,球速,結果,投手,打者,スコア
2,フォーク,131km/h,空振り,二木 康太,野口 智哉,0-0
3,フォーク,134km/h,ボール  [ワンバウンド],二木 康太,野口 智哉,0-0
4,ストレート,148km/h,二ゴロ  [ランニングスロー],二木 康太,野口 智哉,0-0
1,ストレート,142km/h,ボール,二木 康太,安達 了一,0-0
2,ストレート,144km/h,ボール,二木 康太,安達 了一,0-0
3,ストレート,145km/h,見逃し,二木 康太,安達 了一,0-0
4,スライダー,133km/h,ボール,二木 康太,安達 了一,0-0
5,ストレート,143km/h,見逃し,二木 康太,安達 了一,0-0
6,ストレート,147km/h,一ゴロ  [スライディングキャッチ、好プレイ],二木 康太,安達 了一,0-0
1,カーブ,110km/h,見逃し,二木 康太,中川 圭太,0-0
2,ストレート,143km/h,ファウル  [ライン際],二木 康太,中川 圭太,0-0
3,フォーク,132km/h,ボール  [ワンバウンド],二木 康太,中川 圭太,0-0
4,ストレート,143km/h,右安,二木 康太,中川 圭太,0-0
1,ストレート,143km/h,見逃し,二木 康太,吉田 正尚,0-0
2,カーブ,116km/h,見逃し,二木 康太,吉田 正尚,0-0
3,フォーク,131km/h,空三振  [ワンバウンド],二木 康太,吉田 正尚,0-0
1,カットボール,141km/h,ボール,山岡 泰輔,井上 晴哉,0-0
2,ストレート,142km/h,見逃し,山岡 泰輔,井上 晴哉,0-0
3,ストレート,145km/h,右飛,山岡 泰輔,井上 晴哉,0-0
1,ストレート,146km/h,ボール,山岡 泰輔,角中 勝也,0-0
2,カットボール,141km/h,ボール  [ワンバウンド],山岡 泰輔,角中 勝也,0-0
3,ストレート,142km/h,空振り  [ハーフスイング],山岡 泰輔,角中 勝也,0-0
4,ストレート,140km/h,中飛,山岡 泰輔,角中 勝也,0-0
1,ナックルカーブ,103km/h,ボール,山岡 泰輔,山口 航輝,0-0
2,縦スライダー,126km/h,ボール,山岡 泰輔,山口 航輝,0-0
3,縦スライダー,131km/h,見逃し,山岡 泰輔,山口 航輝,0-0
4,ストレート,142km/h,ファウル,山岡 泰輔,山口 航輝,0-0
5,ストレート,148km/h,中飛,山岡 泰輔,山口 航輝,0-0
1,ストレート,141km/h,空振り,二木 康太,マッカーシー,0-0
2,ストレート,141km/h,ボール,二木 康太,マッカーシー,0-0
3,ストレート,144km/h,見逃し,二木 康太,マッカーシー,0-0
4,フォーク,134km/h,ボール  [ワンバウンド],二木 康太,マッカーシー,0-0
5,フォーク,130km/h,中飛  [泳ぎ],二木 康太,マッカーシー,0-0
1,ストレート,139km/h,ボール,二木 康太,杉本 裕太郎,0-0
2,ストレート,139km/h,ファウル,二木 康太,杉本 裕太郎,0-0
3,ストレート,140km/h,ボール,二木 康太,杉本 裕太郎,0-0
4,スライダー,126km/h,ボール,二木 康太,杉本 裕太郎,0-0
5,スライダー,126km/h,見逃し,二木 康太,杉本 裕太郎,0-0
6,ストレート,142km/h,遊ゴロ,二木 康太,杉本 裕太郎,0-0
1,カーブ,108km/h,ボール,二木 康太,T-岡田,0-0
2,スライダー,132km/h,空振り  [ハーフスイング],二木 康太,T-岡田,0-0
3,フォーク,126km/h,空振り,二木 康太,T-岡田,0-0
4,フォーク,133km/h,ボール  [ワンバウンド],二木 康太,T-岡田,0-0
5,ストレート,141km/h,中飛,二木 康太,T-岡田,0-0
1,ストレート,142km/h,見逃し,山岡 泰輔,佐藤 都志也,0-0
2,カットボール,140km/h,一ゴロ  [引っかけ],山岡 泰輔,佐藤 都志也,0-0
1,ストレート,141km/h,見逃し,山岡 泰輔,藤岡 裕大,0-0
2,ストレート,143km/h,見逃し,山岡 泰輔,藤岡 裕大,0-0
3,縦スライダー,132km/h,ボール,山岡 泰輔,藤岡 裕大,0-0
4,カットボール,138km/h,遊ゴロ,山岡 泰輔,藤岡 裕大,0-0
1,ストレート,148km/h,ボール,山岡 泰輔,荻野 貴司,0-0
2,ストレート,142km/h,ファウル,山岡 泰輔,荻野 貴司,0-0
3,ナックルカーブ,119km/h,ボール,山岡 泰輔,荻野 貴司,0-0
4,ストレート,148km/h,右飛,山岡 泰輔,荻野 貴司,0-0
1,ストレート,147km/h,見逃し,二木 康太,紅林 弘太郎,0-0
2,フォーク,128km/h,ボール  [ワンバウンド],二木 康太,紅林 弘太郎,0-0
3,スライダー,125km/h,右飛,二木 康太,紅林 弘太郎,0-0
1,カーブ,107km/h,見逃し,二木 康太,若月 健矢,0-0
2,スライダー,121km/h,三ゴロ  [痛烈な当たり],二木 康太,若月 健矢,0-0
1,フォーク,135km/h,ボール  [ワンバウンド],二木 康太,野口 智哉,0-0
2,フォーク,127km/h,見逃し,二木 康太,野口 智哉,0-0
3,ストレート,143km/h,見逃し,二木 康太,野口 智哉,0-0
4,フォーク,133km/h,ボール  [ワンバウンド],二木 康太,野口 智哉,0-0
5,フォーク,130km/h,二ゴロ  [引っかけ],二木 康太,野口 智哉,0-0
1,カットボール,137km/h,見逃し,山岡 泰輔,髙部 瑛斗,0-0
2,ストレート,146km/h,見逃し,山岡 泰輔,髙部 瑛斗,0-0
3,縦スライダー,134km/h,左安,山岡 泰輔,髙部 瑛斗,0-0
1,カットボール,136km/h,見逃し,山岡 泰輔,中村 奨吾,0-0
2,縦スライダー,129km/h,見逃し,山岡 泰輔,中村 奨吾,0-0
3,縦スライダー,130km/h,ボール  [ワンバウンド、ハーフスイング],山岡 泰輔,中村 奨吾,0-0
4,縦スライダー,135km/h,左２  [ランエンドヒット、ライン際],山岡 泰輔,中村 奨吾,0-0
1,ストレート,140km/h,ボール,山岡 泰輔,安田 尚憲,1-0
2,縦スライダー,135km/h,空振り,山岡 泰輔,安田 尚憲,1-0
3,ストレート,146km/h,ボール,山岡 泰輔,安田 尚憲,1-0
4,縦スライダー,-,右安,山岡 泰輔,安田 尚憲,1-0
1,縦スライダー,133km/h,ファウル,山岡 泰輔,井上 晴哉,1-0
2,ストレート,145km/h,二直  [バットの先、ジャンピングキャッチ],山岡 泰輔,井上 晴哉,1-0
1,フォーク,136km/h,空振り,山岡 泰輔,角中 勝也,2-0
2,カットボール,135km/h,ボール,山岡 泰輔,角中 勝也,2-0
3,ストレート,143km/h,空振り,山岡 泰輔,角中 勝也,2-0
4,縦スライダー,134km/h,ボール,山岡 泰輔,角中 勝也,2-0
5,カットボール,136km/h,二ゴロ  [ダイビングキャッチ、好プレイ],山岡 泰輔,角中 勝也,2-0
1,縦スライダー,137km/h,見逃し,山岡 泰輔,山口 航輝,3-0
2,ストレート,145km/h,ボール,山岡 泰輔,山口 航輝,3-0
3,縦スライダー,135km/h,中安  [打者ガッツポーズ],山岡 泰輔,山口 航輝,3-0
1,ナックルカーブ,118km/h,ボール,山岡 泰輔,佐藤 都志也,3-0
2,縦スライダー,131km/h,ボール,山岡 泰輔,佐藤 都志也,3-0
3,カットボール,137km/h,空振り,山岡 泰輔,佐藤 都志也,3-0
4,ストレート,140km/h,左飛,山岡 泰輔,佐藤 都志也,3-0
1,ストレート,142km/h,見逃し,二木 康太,安達 了一,3-0
2,ストレート,141km/h,ボール,二木 康太,安達 了一,3-0
3,ストレート,144km/h,見逃し,二木 康太,安達 了一,3-0
4,フォーク,127km/h,空三振,二木 康太,安達 了一,3-0
1,フォーク,132km/h,ボール  [ワンバウンド],二木 康太,中川 圭太,3-0
2,ストレート,137km/h,見逃し,二木 康太,中川 圭太,3-0
3,ストレート,147km/h,空振り,二木 康太,中川 圭太,3-0
4,フォーク,132km/h,ボール,二木 康太,中川 圭太,3-0
5,フォーク,131km/h,遊ゴロ  [引っかけ、送球がバウンド],二木 康太,中川 圭太,3-0
1,スライダー,131km/h,ボール  [ワンバウンド],二木 康太,吉田 正尚,3-0
2,ストレート,145km/h,ボール,二木 康太,吉田 正尚,3-0
3,ストレート,146km/h,見逃し,二木 康太,吉田 正尚,3-0
4,フォーク,134km/h,ボール  [ワンバウンド],二木 康太,吉田 正尚,3-0
5,ストレート,145km/h,右安  [打球処理もたつく],二木 康太,吉田 正尚,3-0
1,ストレート,143km/h,ボール,二木 康太,マッカーシー,3-0
2,ストレート,147km/h,ボール,二木 康太,マッカーシー,3-0
3,ストレート,144km/h,見逃し,二木 康太,マッカーシー,3-0
4,ストレート,140km/h,見逃し,二木 康太,マッカーシー,3-0
5,ストレート,146km/h,遊飛  [高々と舞い上がる],二木 康太,マッカーシー,3-0
1,ストレート,140km/h,見逃し,山岡 泰輔,藤岡 裕大,3-0
2,チェンジアップ,114km/h,ボール  [ワンバウンド],山岡 泰輔,藤岡 裕大,3-0
3,ストレート,140km/h,二ゴロ,山岡 泰輔,藤岡 裕大,3-0
1,ナックルカーブ,107km/h,見逃し,山岡 泰輔,荻野 貴司,3-0
2,ストレート,144km/h,見逃し,山岡 泰輔,荻野 貴司,3-0
3,ストレート,141km/h,ファウル,山岡 泰輔,荻野 貴司,3-0
4,カットボール,137km/h,ボール,山岡 泰輔,荻野 貴司,3-0
5,縦スライダー,130km/h,空三振  [ワンバウンド],山岡 泰輔,荻野 貴司,3-0
1,ストレート,138km/h,ボール,山岡 泰輔,髙部 瑛斗,3-0
2,ストレート,139km/h,見逃し,山岡 泰輔,髙部 瑛斗,3-0
3,ナックルカーブ,118km/h,ボール,山岡 泰輔,髙部 瑛斗,3-0
4,カットボール,139km/h,一ゴロ  [逆シングル],山岡 泰輔,髙部 瑛斗,3-0
1,スライダー,128km/h,ファウル,二木 康太,杉本 裕太郎,3-0
2,ストレート,138km/h,ファウル,二木 康太,杉本 裕太郎,3-0
3,カーブ,113km/h,ボール  [ワンバウンド],二木 康太,杉本 裕太郎,3-0
4,フォーク,129km/h,空三振,二木 康太,杉本 裕太郎,3-0
1,フォーク,126km/h,見逃し,二木 康太,T-岡田,3-0
2,ストレート,139km/h,ボール,二木 康太,T-岡田,3-0
3,ストレート,146km/h,ボール,二木 康太,T-岡田,3-0
4,フォーク,127km/h,中飛  [フェンスギリギリ],二木 康太,T-岡田,3-0
1,スライダー,128km/h,ボール  [ワンバウンド],二木 康太,紅林 弘太郎,3-0
2,ストレート,137km/h,見逃し,二木 康太,紅林 弘太郎,3-0
3,ストレート,146km/h,ファウル,二木 康太,紅林 弘太郎,3-0
4,フォーク,127km/h,三ゴロ  [ランニングスロー],二木 康太,紅林 弘太郎,3-0
1,ストレート,141km/h,中飛  [高々と舞い上がる],山岡 泰輔,中村 奨吾,3-0
1,縦スライダー,131km/h,見逃し,山岡 泰輔,安田 尚憲,3-0
2,ストレート,144km/h,ボール  [高めのつり球を要求],山岡 泰輔,安田 尚憲,3-0
3,ストレート,145km/h,ボール,山岡 泰輔,安田 尚憲,3-0
4,カットボール,139km/h,ボール  [ワンバウンド],山岡 泰輔,安田 尚憲,3-0
5,縦スライダー,129km/h,四球,山岡 泰輔,安田 尚憲,3-0
1,縦スライダー,130km/h,見逃し,山岡 泰輔,井上 晴哉,3-0
2,ストレート,142km/h,ボール,山岡 泰輔,井上 晴哉,3-0
3,ストレート,138km/h,ボール,山岡 泰輔,井上 晴哉,3-0
4,縦スライダー,132km/h,ボール,山岡 泰輔,井上 晴哉,3-0
5,カットボール,140km/h,四球,山岡 泰輔,井上 晴哉,3-0
1,ストレート,144km/h,見逃し,山岡 泰輔,角中 勝也,3-0
2,ストレート,140km/h,中安,山岡 泰輔,角中 勝也,3-0
1,縦スライダー,132km/h,ボール,山岡 泰輔,山口 航輝,5-0
2,ストレート,145km/h,中２  [フェンス直撃],山岡 泰輔,山口 航輝,5-0
1,ストレート,145km/h,ボール,張 奕,佐藤 都志也,5-0
2,ストレート,150km/h,遊飛  [内野前進],張 奕,佐藤 都志也,5-0
1,フォーク,138km/h,ボール  [ワンバウンド],張 奕,藤岡 裕大,6-0
2,ストレート,-,ファウル,張 奕,藤岡 裕大,6-0
1,フォーク,138km/h,ボール  [ワンバウンド],張 奕,藤岡 裕大,6-0
2,ストレート,-,ファウル,張 奕,藤岡 裕大,6-0
3,スライダー,143km/h,ボール,張 奕,藤岡 裕大,6-0
4,フォーク,145km/h,ボール  [ワンバウンド],張 奕,藤岡 裕大,6-0
5,スライダー,140km/h,見逃し,張 奕,藤岡 裕大,6-0
6,ストレート,145km/h,ファウル,張 奕,藤岡 裕大,6-0
7,ストレート,-,二ゴロ,張 奕,藤岡 裕大,6-0
1,カーブ,109km/h,見逃し,二木 康太,若月 健矢,6-0
2,フォーク,132km/h,ボール,二木 康太,若月 健矢,6-0
3,ストレート,140km/h,見逃し,二木 康太,若月 健矢,6-0
4,フォーク,132km/h,ボール  [ワンバウンド],二木 康太,若月 健矢,6-0
5,ストレート,145km/h,ファウル,二木 康太,若月 健矢,6-0
6,ストレート,139km/h,遊ゴロ,二木 康太,若月 健矢,6-0
1,カーブ,107km/h,ボール,二木 康太,野口 智哉,6-0
2,ストレート,144km/h,ファウル,二木 康太,野口 智哉,6-0
3,ストレート,140km/h,ファウル,二木 康太,野口 智哉,6-0
4,ストレート,141km/h,ボール,二木 康太,野口 智哉,6-0
5,フォーク,133km/h,ファウル,二木 康太,野口 智哉,6-0
6,ストレート,143km/h,ボール,二木 康太,野口 智哉,6-0
7,ストレート,143km/h,中飛,二木 康太,野口 智哉,6-0
1,スライダー,122km/h,見逃し,二木 康太,安達 了一,6-0
2,スライダー,130km/h,ボール,二木 康太,安達 了一,6-0
3,ストレート,145km/h,ボール,二木 康太,安達 了一,6-0
4,ストレート,143km/h,中飛,二木 康太,安達 了一,6-0
1,ストレート,140km/h,見逃し,中村 勝,荻野 貴司,6-0
2,ストレート,139km/h,ボール,中村 勝,荻野 貴司,6-0
3,カットボール,125km/h,ボール  [ワンバウンド],中村 勝,荻野 貴司,6-0
4,ストレート,137km/h,遊ゴロ,中村 勝,荻野 貴司,6-0
1,ストレート,140km/h,ボール  [ワンバウンド],中村 勝,髙部 瑛斗,6-0
2,ツーシーム,141km/h,中飛,中村 勝,髙部 瑛斗,6-0
1,ストレート,143km/h,見逃し,中村 勝,中村 奨吾,6-0
2,ストレート,141km/h,ファウル,中村 勝,中村 奨吾,6-0
3,ストレート,141km/h,右安  [高めのつり球を要求],中村 勝,中村 奨吾,6-0
1,スローカーブ,100km/h,ボール,中村 勝,安田 尚憲,6-0
2,ストレート,140km/h,ボール  [ワンバウンド],中村 勝,安田 尚憲,6-0
3,ストレート,140km/h,ボール,中村 勝,安田 尚憲,6-0
4,ストレート,138km/h,見逃し,中村 勝,安田 尚憲,6-0
5,フォーク,125km/h,四球,中村 勝,安田 尚憲,6-0
1,カットボール,131km/h,ボール  [ワンバウンド],中村 勝,井上 晴哉,6-0
2,ストレート,141km/h,ファウル,中村 勝,井上 晴哉,6-0
3,ストレート,137km/h,ボール,中村 勝,井上 晴哉,6-0
4,カットボール,124km/h,ボール,中村 勝,井上 晴哉,6-0
5,ストレート,-,左飛  [フェンスギリギリ],中村 勝,井上 晴哉,6-0
1,ストレート,142km/h,見逃し,二木 康太,中川 圭太,6-0
2,ストレート,139km/h,見逃し,二木 康太,中川 圭太,6-0
3,ストレート,140km/h,ボール,二木 康太,中川 圭太,6-0
4,フォーク,133km/h,三ゴロ  [引っかけ],二木 康太,中川 圭太,6-0
1,カーブ,110km/h,見逃し,二木 康太,吉田 正尚,6-0
2,ストレート,141km/h,見逃し,二木 康太,吉田 正尚,6-0
3,ストレート,142km/h,三ゴロ,二木 康太,吉田 正尚,6-0
1,フォーク,130km/h,空振り  [ハーフスイング],二木 康太,マッカーシー,6-0
2,フォーク,132km/h,ボール  [ハーフスイング],二木 康太,マッカーシー,6-0
3,ストレート,-,ファウル,二木 康太,マッカーシー,6-0
4,ストレート,145km/h,左飛,二木 康太,マッカーシー,6-0
1,ストレート,138km/h,ボール,ビドル,角中 勝也,6-0
2,スライダー,128km/h,ボール,ビドル,角中 勝也,6-0
3,ツーシーム,147km/h,見逃し,ビドル,角中 勝也,6-0
4,スライダー,130km/h,ボール,ビドル,角中 勝也,6-0
5,ツーシーム,148km/h,ファウル,ビドル,角中 勝也,6-0
6,ストレート,144km/h,空三振,ビドル,角中 勝也,6-0
1,ストレート,150km/h,見逃し,ビドル,山口 航輝,6-0
2,カーブ,126km/h,ボール  [ワンバウンド],ビドル,山口 航輝,6-0
3,カットボール,138km/h,三ゴロ,ビドル,山口 航輝,6-0
1,スライダー,132km/h,見逃し,ビドル,佐藤 都志也,6-0
2,ツーシーム,148km/h,ファウル,ビドル,佐藤 都志也,6-0
3,カーブ,127km/h,空三振,ビドル,佐藤 都志也,6-0
1,ストレート,151km/h,ファウル,小野 郁,杉本 裕太郎,6-0
2,ストレート,154km/h,二飛  [高々と舞い上がる],小野 郁,杉本 裕太郎,6-0
1,カーブ,124km/h,見逃し,小野 郁,T-岡田,6-0
2,ストレート,155km/h,左安,小野 郁,T-岡田,6-0
1,ストレート,150km/h,ボール,小野 郁,紅林 弘太郎,6-0
2,ストレート,150km/h,右飛  [高々と舞い上がる],小野 郁,紅林 弘太郎,6-0
1,ストレート,154km/h,ファウル,小野 郁,宗 佑磨,6-0
2,ストレート,154km/h,ボール,小野 郁,宗 佑磨,6-0
3,スライダー,140km/h,ファウル,小野 郁,宗 佑磨,6-0
4,スライダー,139km/h,ファウル,小野 郁,宗 佑磨,6-0
5,ストレート,149km/h,左飛  [フェンスギリギリ],小野 郁,宗 佑磨,6-0
1,ストレート,-,ボール,ビドル,藤岡 裕大,6-0
2,ストレート,147km/h,ファウル,ビドル,藤岡 裕大,6-0
3,ストレート,144km/h,ボール,ビドル,藤岡 裕大,6-0
4,ストレート,149km/h,空振り,ビドル,藤岡 裕大,6-0
5,ツーシーム,149km/h,ボール,ビドル,藤岡 裕大,6-0
6,ストレート,149km/h,ファウル,ビドル,藤岡 裕大,6-0
7,ツーシーム,149km/h,ファウル,ビドル,藤岡 裕大,6-0
8,カーブ,122km/h,ファウル,ビドル,藤岡 裕大,6-0
