投球数,球種,球速,結果,投手,打者,スコア
4,ストレート,154km/h,ファウル,高橋 奎二,北村 拓己,0-0
5,スライダー,121km/h,ボール,高橋 奎二,北村 拓己,0-0
6,チェンジアップ,133km/h,空三振  [ワンバウンド],高橋 奎二,北村 拓己,0-0
1,スライダー,127km/h,見逃し,メルセデス,古賀 優大,0-0
2,チェンジアップ,-,遊ゴロ,メルセデス,古賀 優大,0-0
1,ストレート,145km/h,ボール,メルセデス,高橋 奎二,0-0
2,ストレート,-,見逃し,メルセデス,高橋 奎二,0-0
3,スライダー,133km/h,見逃し,メルセデス,高橋 奎二,0-0
4,スライダー,-,ボール  [ワンバウンド],メルセデス,高橋 奎二,0-0
5,ストレート,145km/h,ボール,メルセデス,高橋 奎二,0-0
6,ストレート,145km/h,四球,メルセデス,高橋 奎二,0-0
1,ストレート,144km/h,一併打,メルセデス,山崎 晃大朗,0-0
1,ストレート,151km/h,ボール,高橋 奎二,丸 佳浩,0-0
2,チェンジアップ,134km/h,ボール,高橋 奎二,丸 佳浩,0-0
3,チェンジアップ,134km/h,ボール,高橋 奎二,丸 佳浩,0-0
4,ストレート,152km/h,見逃し,高橋 奎二,丸 佳浩,0-0
5,ストレート,146km/h,見逃し,高橋 奎二,丸 佳浩,0-0
6,ストレート,152km/h,四球,高橋 奎二,丸 佳浩,0-0
1,チェンジアップ,131km/h,見逃し,高橋 奎二,岡本 和真,0-0
2,ストレート,152km/h,ボール,高橋 奎二,岡本 和真,0-0
3,スライダー,117km/h,ファウル,高橋 奎二,岡本 和真,0-0
4,チェンジアップ,130km/h,ボール,高橋 奎二,岡本 和真,0-0
5,チェンジアップ,128km/h,ファウル,高橋 奎二,岡本 和真,0-0
6,スライダー,117km/h,三ゴロ  [ランニングスロー、併殺崩れ],高橋 奎二,岡本 和真,0-0
1,スライダー,113km/h,ボール,高橋 奎二,ウォーカー,0-0
2,ストレート,151km/h,ボール,高橋 奎二,ウォーカー,0-0
3,チェンジアップ,129km/h,空振り,高橋 奎二,ウォーカー,0-0
4,ストレート,152km/h,ボール,高橋 奎二,ウォーカー,0-0
5,スライダー,115km/h,四球,高橋 奎二,ウォーカー,0-0
1,スライダー,116km/h,ボール,高橋 奎二,中田 翔,0-0
2,チェンジアップ,133km/h,空振り,高橋 奎二,中田 翔,0-0
3,ストレート,153km/h,ファウル,高橋 奎二,中田 翔,0-0
4,ストレート,152km/h,一ゴロ  [痛烈な当たり、ダイビングキャッチ、好プレイ],高橋 奎二,中田 翔,0-0
1,ストレート,151km/h,見逃し,高橋 奎二,重信 慎之介,2-0
2,ストレート,152km/h,ファウル,高橋 奎二,重信 慎之介,2-0
3,ストレート,150km/h,ファウル,高橋 奎二,重信 慎之介,2-0
4,チェンジアップ,134km/h,左安  [詰り],高橋 奎二,重信 慎之介,2-0
1,スライダー,118km/h,ボール,高橋 奎二,大城 卓三,2-0
2,ストレート,-,三直,高橋 奎二,大城 卓三,2-0
1,ストレート,140km/h,空振り,メルセデス,武岡 龍世,2-0
2,ストレート,142km/h,ボール,メルセデス,武岡 龍世,2-0
3,ストレート,-,ボール,メルセデス,武岡 龍世,2-0
4,スライダー,128km/h,ファウル,メルセデス,武岡 龍世,2-0
5,カーブ,124km/h,ボール  [ワンバウンド],メルセデス,武岡 龍世,2-0
6,ストレート,143km/h,左安,メルセデス,武岡 龍世,2-0
1,スライダー,126km/h,見逃し,メルセデス,内川 聖一,2-0
2,ストレート,142km/h,ボール,メルセデス,内川 聖一,2-0
3,スライダー,126km/h,右安,メルセデス,内川 聖一,2-0
1,カーブ,123km/h,ボール,メルセデス,村上 宗隆,2-1
2,ストレート,145km/h,見逃し,メルセデス,村上 宗隆,2-1
3,カーブ,123km/h,右安,メルセデス,村上 宗隆,2-1
1,ストレート,143km/h,見逃し,メルセデス,サンタナ,2-2
2,ストレート,146km/h,ボール,メルセデス,サンタナ,2-2
3,ストレート,146km/h,三併打  [痛烈な当たり],メルセデス,サンタナ,2-2
1,ストレート,146km/h,ボール,メルセデス,オスナ,2-2
2,ストレート,147km/h,遊ゴロ  [詰り],メルセデス,オスナ,2-2
1,ストレート,-,見逃し,高橋 奎二,メルセデス,2-2
2,ストレート,-,ボール,高橋 奎二,メルセデス,2-2
3,ストレート,151km/h,空振り,高橋 奎二,メルセデス,2-2
4,ストレート,149km/h,左安  [ライン際],高橋 奎二,メルセデス,2-2
1,チェンジアップ,131km/h,ボール,高橋 奎二,吉川 尚輝,2-2
2,チェンジアップ,131km/h,右安,高橋 奎二,吉川 尚輝,2-2
1,ストレート,151km/h,捕邪飛  [バント失敗],高橋 奎二,北村 拓己,2-2
1,スライダー,115km/h,ボール,高橋 奎二,丸 佳浩,2-2
2,ストレート,150km/h,ボール,高橋 奎二,丸 佳浩,2-2
3,チェンジアップ,133km/h,見逃し,高橋 奎二,丸 佳浩,2-2
4,チェンジアップ,135km/h,中飛,高橋 奎二,丸 佳浩,2-2
1,ストレート,153km/h,ボール,高橋 奎二,岡本 和真,2-2
2,スライダー,116km/h,ファウル,高橋 奎二,岡本 和真,2-2
3,ストレート,152km/h,ボール,高橋 奎二,岡本 和真,2-2
4,ストレート,152km/h,左安,高橋 奎二,岡本 和真,2-2
1,ストレート,142km/h,ボール,メルセデス,長岡 秀樹,2-2
2,ストレート,-,見逃し,メルセデス,長岡 秀樹,2-2
3,ストレート,144km/h,捕邪飛,メルセデス,長岡 秀樹,2-2
1,ストレート,144km/h,ボール,メルセデス,古賀 優大,2-2
2,ストレート,-,ボール,メルセデス,古賀 優大,2-2
3,ストレート,144km/h,見逃し,メルセデス,古賀 優大,2-2
4,スライダー,129km/h,ボール,メルセデス,古賀 優大,2-2
5,ストレート,146km/h,見逃し,メルセデス,古賀 優大,2-2
6,ストレート,145km/h,三ゴロ,メルセデス,古賀 優大,2-2
1,ストレート,146km/h,ボール,メルセデス,高橋 奎二,2-2
2,ストレート,-,見逃し,メルセデス,高橋 奎二,2-2
3,ストレート,136km/h,ファウル,メルセデス,高橋 奎二,2-2
4,ストレート,145km/h,三安  [逆球、バウンド高い],メルセデス,高橋 奎二,2-2
1,ストレート,147km/h,ボール,メルセデス,山崎 晃大朗,2-2
2,ストレート,146km/h,見逃し,メルセデス,山崎 晃大朗,2-2
3,ストレート,147km/h,ボール,メルセデス,山崎 晃大朗,2-2
4,カーブ,123km/h,ボール,メルセデス,山崎 晃大朗,2-2
5,ストレート,145km/h,ファウル,メルセデス,山崎 晃大朗,2-2
6,ストレート,147km/h,右安,メルセデス,山崎 晃大朗,2-2
1,ストレート,144km/h,ボール,メルセデス,武岡 龍世,2-2
2,ストレート,143km/h,右飛,メルセデス,武岡 龍世,2-2
1,ストレート,-,ボール,高橋 奎二,ウォーカー,2-2
1,ストレート,-,ボール,木澤 尚文,ウォーカー,2-2
1,ストレート,-,ボール,木澤 尚文,ウォーカー,2-2
2,シュート,152km/h,ボール,木澤 尚文,ウォーカー,2-2
3,シュート,151km/h,ファウル,木澤 尚文,ウォーカー,2-2
4,シュート,153km/h,空振り  [ハーフスイング],木澤 尚文,ウォーカー,2-2
5,カットボール,142km/h,ボール  [ワンバウンド],木澤 尚文,ウォーカー,2-2
6,シュート,153km/h,ファウル,木澤 尚文,ウォーカー,2-2
7,シュート,154km/h,四球,木澤 尚文,ウォーカー,2-2
1,シュート,152km/h,ボール,木澤 尚文,中田 翔,2-2
2,シュート,153km/h,左飛,木澤 尚文,中田 翔,2-2
1,シュート,153km/h,空振り  [セーフティバント、バント空振り],木澤 尚文,重信 慎之介,2-2
2,カットボール,143km/h,空振り  [ハーフスイング],木澤 尚文,重信 慎之介,2-2
3,シュート,154km/h,ボール,木澤 尚文,重信 慎之介,2-2
4,カットボール,142km/h,ボール  [ワンバウンド、ハーフスイング],木澤 尚文,重信 慎之介,2-2
5,カットボール,140km/h,ボール,木澤 尚文,重信 慎之介,2-2
6,シュート,154km/h,ファウル  [ランエンドヒット],木澤 尚文,重信 慎之介,2-2
7,カットボール,145km/h,空三振  [ランエンドヒット、ヘッドスライディング],木澤 尚文,重信 慎之介,2-2
1,カットボール,142km/h,見逃し,木澤 尚文,大城 卓三,2-2
2,スプリット,143km/h,ボール  [ワンバウンド],木澤 尚文,大城 卓三,2-2
3,シュート,151km/h,見逃し,木澤 尚文,大城 卓三,2-2
4,シュート,153km/h,ボール,木澤 尚文,大城 卓三,2-2
5,カットボール,145km/h,ボール  [ワンバウンド],木澤 尚文,大城 卓三,2-2
6,スプリット,144km/h,四球  [ワンバウンド],木澤 尚文,大城 卓三,2-2
1,シュート,142km/h,右飛,木澤 尚文,ポランコ,2-2
1,ストレート,-,見逃し,鍬原 拓也,並木 秀尊,2-2
2,ストレート,151km/h,見逃し,鍬原 拓也,並木 秀尊,2-2
3,スプリット,137km/h,ファウル,鍬原 拓也,並木 秀尊,2-2
4,ストレート,153km/h,右３  [後逸],鍬原 拓也,並木 秀尊,2-2
1,ストレート,151km/h,ボール,鍬原 拓也,村上 宗隆,2-2
2,ストレート,151km/h,ボール  [高めのつり球を要求],鍬原 拓也,村上 宗隆,2-2
3,ストレート,151km/h,ボール,鍬原 拓也,村上 宗隆,2-2
4,カットボール,142km/h,四球,鍬原 拓也,村上 宗隆,2-2
1,ストレート,152km/h,見逃し,鍬原 拓也,サンタナ,2-3
2,カーブ,121km/h,ボール  [ワンバウンド],鍬原 拓也,サンタナ,2-3
3,ストレート,150km/h,ボール  [ワンバウンド],鍬原 拓也,サンタナ,2-3
4,ストレート,153km/h,ファウル  [止めたバットに当たる、苦笑い],鍬原 拓也,サンタナ,2-3
5,ストレート,152km/h,中安  [バットの先、バット折れる],鍬原 拓也,サンタナ,2-3
1,ストレート,-,ボール,鍬原 拓也,オスナ,2-4
2,カットボール,139km/h,見逃し,鍬原 拓也,オスナ,2-4
3,ストレート,-,二ゴロ  [スライディングキャッチ、併殺崩れ],鍬原 拓也,オスナ,2-4
1,カーブ,117km/h,見逃し,鍬原 拓也,長岡 秀樹,2-4
2,ストレート,151km/h,空振り,鍬原 拓也,長岡 秀樹,2-4
3,ストレート,151km/h,ファウル,鍬原 拓也,長岡 秀樹,2-4
4,ストレート,151km/h,見三振  [構えたところにズバリ],鍬原 拓也,長岡 秀樹,2-4
1,カットボール,140km/h,ファウル  [セーフティバント、バントファウル],鍬原 拓也,古賀 優大,2-4
2,ストレート,149km/h,空振り  [高めのつり球を要求],鍬原 拓也,古賀 優大,2-4
3,カットボール,136km/h,ボール,鍬原 拓也,古賀 優大,2-4
4,カットボール,-,右飛,鍬原 拓也,古賀 優大,2-4
1,ストレート,143km/h,見逃し,久保 拓眞,吉川 尚輝,2-4
2,スライダー,127km/h,ボール,久保 拓眞,吉川 尚輝,2-4
3,スライダー,125km/h,空振り,久保 拓眞,吉川 尚輝,2-4
4,スライダー,128km/h,空三振,久保 拓眞,吉川 尚輝,2-4
1,ツーシーム,127km/h,ボール,久保 拓眞,北村 拓己,2-4
2,シュート,131km/h,見逃し,久保 拓眞,北村 拓己,2-4
3,ストレート,144km/h,ボール,久保 拓眞,北村 拓己,2-4
4,スライダー,127km/h,ファウル,久保 拓眞,北村 拓己,2-4
5,シュート,129km/h,ボール,久保 拓眞,北村 拓己,2-4
6,ストレート,143km/h,ファウル,久保 拓眞,北村 拓己,2-4
7,ストレート,140km/h,右飛,久保 拓眞,北村 拓己,2-4
1,シュート,140km/h,見逃し,久保 拓眞,丸 佳浩,2-4
2,シュート,141km/h,ボール,久保 拓眞,丸 佳浩,2-4
3,シュート,140km/h,ボール,久保 拓眞,丸 佳浩,2-4
4,スライダー,127km/h,ファウル,久保 拓眞,丸 佳浩,2-4
5,シュート,141km/h,遊ゴロ  [詰り],久保 拓眞,丸 佳浩,2-4
1,カットボール,136km/h,ボール,クロール,渡邉 大樹,2-4
2,ストレート,151km/h,見逃し,クロール,渡邉 大樹,2-4
3,カットボール,144km/h,ボール  [ワンバウンド],クロール,渡邉 大樹,2-4
4,カットボール,144km/h,ファウル,クロール,渡邉 大樹,2-4
5,チェンジアップ,137km/h,三ゴロ  [逆シングル、ジャンピングスロー、送球がバウンド],クロール,渡邉 大樹,2-4
1,ストレート,151km/h,ファウル,クロール,山崎 晃大朗,2-4
2,ストレート,152km/h,ボール  [セーフティバント、バント構え],クロール,山崎 晃大朗,2-4
3,カットボール,140km/h,ボール,クロール,山崎 晃大朗,2-4
4,ストレート,151km/h,ボール,クロール,山崎 晃大朗,2-4
5,カットボール,139km/h,四球,クロール,山崎 晃大朗,2-4
1,カットボール,142km/h,見逃し,クロール,武岡 龍世,2-4
2,ストレート,151km/h,死球,クロール,武岡 龍世,2-4
1,ストレート,148km/h,投ゴロ  [セーフティスクイズ、ヘッドスライディング、バント失敗、リプレー検証後判定変わらず],クロール,並木 秀尊,2-4
1,ストレート,152km/h,空振り  [ファウルチップ],クロール,村上 宗隆,2-7
2,ストレート,151km/h,右中本  [本塁打確信、スタンド中段、観客大歓声],クロール,村上 宗隆,2-7
1,カットボール,140km/h,ファウル,クロール,西田 明央,2-7
2,チェンジアップ,136km/h,ボール,クロール,西田 明央,2-7
3,カーブ,125km/h,見逃し,クロール,西田 明央,2-7
4,カーブ,127km/h,ボール  [ワンバウンド],クロール,西田 明央,2-7
5,ストレート,149km/h,三飛  [高々と舞い上がる],クロール,西田 明央,2-7
1,カットボール,137km/h,ファウル,星 知弥,岡本 和真,2-7
2,カーブ,118km/h,ボール  [ワンバウンド],星 知弥,岡本 和真,2-7
3,スライダー,129km/h,空振り,星 知弥,岡本 和真,2-7
4,スライダー,131km/h,ボール,星 知弥,岡本 和真,2-7
5,ストレート,-,左安,星 知弥,岡本 和真,2-7
1,カットボール,133km/h,中飛  [フェンスギリギリ],星 知弥,ウォーカー,2-7
1,ストレート,148km/h,見逃し,星 知弥,中田 翔,2-7
2,ストレート,144km/h,ボール,星 知弥,中田 翔,2-7
3,ツーシーム,136km/h,空振り,星 知弥,中田 翔,2-7
4,フォーク,136km/h,ボール,星 知弥,中田 翔,2-7
5,フォーク,138km/h,ファウル,星 知弥,中田 翔,2-7
6,カットボール,136km/h,ファウル,星 知弥,中田 翔,2-7
7,ストレート,148km/h,ボール,星 知弥,中田 翔,2-7
8,ストレート,146km/h,二併打,星 知弥,中田 翔,2-7
1,ストレート,149km/h,ファウル,赤星 優志,オスナ,2-7
2,ツーシーム,150km/h,空振り,赤星 優志,オスナ,2-7
3,ストレート,150km/h,ボール,赤星 優志,オスナ,2-7
4,ストレート,151km/h,ボール,赤星 優志,オスナ,2-7
5,カーブ,119km/h,ファウル,赤星 優志,オスナ,2-7
6,ストレート,-,右飛,赤星 優志,オスナ,2-7
1,ストレート,153km/h,ボール,赤星 優志,長岡 秀樹,2-8
2,ストレート,151km/h,右本  [ポール際],赤星 優志,長岡 秀樹,2-8
1,ツーシーム,150km/h,ボール,赤星 優志,古賀 優大,2-8
2,カットボール,139km/h,ファウル,赤星 優志,古賀 優大,2-8
3,カーブ,121km/h,ボール  [ワンバウンド],赤星 優志,古賀 優大,2-8
4,ストレート,151km/h,ファウル,赤星 優志,古賀 優大,2-8
5,ストレート,147km/h,ボール,赤星 優志,古賀 優大,2-8
6,ストレート,152km/h,空三振,赤星 優志,古賀 優大,2-8
1,カットボール,142km/h,見逃し,赤星 優志,渡邉 大樹,2-8
2,ストレート,151km/h,ボール,赤星 優志,渡邉 大樹,2-8
3,カーブ,123km/h,ファウル,赤星 優志,渡邉 大樹,2-8
4,カットボール,142km/h,ボール,赤星 優志,渡邉 大樹,2-8
5,ストレート,151km/h,空三振,赤星 優志,渡邉 大樹,2-8
1,ストレート,142km/h,ボール,市川 悠太,重信 慎之介,2-8
2,ストレート,142km/h,見逃し,市川 悠太,重信 慎之介,2-8
3,ストレート,142km/h,見逃し,市川 悠太,重信 慎之介,2-8
4,カーブ,114km/h,一ゴロ  [引っかけ],市川 悠太,重信 慎之介,2-8
1,カーブ,114km/h,ボール  [ワンバウンド],市川 悠太,大城 卓三,2-8
2,ストレート,141km/h,ボール,市川 悠太,大城 卓三,2-8
3,ストレート,143km/h,見逃し,市川 悠太,大城 卓三,2-8
4,スライダー,124km/h,ボール,市川 悠太,大城 卓三,2-8
5,ストレート,142km/h,四球,市川 悠太,大城 卓三,2-8
1,ストレート,140km/h,ボール,市川 悠太,岡田 悠希,2-8
2,ストレート,141km/h,ボール,市川 悠太,岡田 悠希,2-8
3,ストレート,139km/h,見逃し  [投球間に進塁],市川 悠太,岡田 悠希,2-8
1,ストレート,140km/h,ボール,市川 悠太,岡田 悠希,2-8
2,ストレート,141km/h,ボール,市川 悠太,岡田 悠希,2-8
3,ストレート,139km/h,見逃し  [投球間に進塁],市川 悠太,岡田 悠希,2-8
4,ストレート,142km/h,空振り,市川 悠太,岡田 悠希,2-8
5,ストレート,142km/h,遊飛  [高々と舞い上がる],市川 悠太,岡田 悠希,2-8
1,ストレート,-,中飛,市川 悠太,吉川 尚輝,2-8
1,ストレート,138km/h,ボール,笠原 祥太郎,蝦名 達夫,0-0
2,ストレート,139km/h,見逃し,笠原 祥太郎,蝦名 達夫,0-0
3,ストレート,138km/h,見逃し,笠原 祥太郎,蝦名 達夫,0-0
4,スクリュー,125km/h,二ゴロ  [バットの先],笠原 祥太郎,蝦名 達夫,0-0
1,ストレート,137km/h,ボール,笠原 祥太郎,桑原 将志,0-0
2,スクリュー,124km/h,空振り  [ワンバウンド],笠原 祥太郎,桑原 将志,0-0
3,ストレート,135km/h,遊直,笠原 祥太郎,桑原 将志,0-0
1,カットボール,132km/h,見逃し,笠原 祥太郎,佐野 恵太,0-0
2,チェンジアップ,114km/h,ボール,笠原 祥太郎,佐野 恵太,0-0
3,カットボール,132km/h,見逃し,笠原 祥太郎,佐野 恵太,0-0
4,ストレート,142km/h,ボール,笠原 祥太郎,佐野 恵太,0-0
5,ストレート,141km/h,ファウル,笠原 祥太郎,佐野 恵太,0-0
6,カーブ,113km/h,遊直,笠原 祥太郎,佐野 恵太,0-0
1,ストレート,143km/h,見逃し,大貫 晋一,大島 洋平,0-0
2,カーブ,115km/h,見逃し,大貫 晋一,大島 洋平,0-0
3,ストレート,144km/h,ボール,大貫 晋一,大島 洋平,0-0
4,ストレート,146km/h,一安,大貫 晋一,大島 洋平,0-0
1,ストレート,144km/h,ファウル,大貫 晋一,岡林 勇希,0-0
2,スプリット,138km/h,ボール,大貫 晋一,岡林 勇希,0-0
3,スプリット,136km/h,空振り  [ランエンドヒット、リプレー検証後判定覆る],大貫 晋一,岡林 勇希,0-0
1,ストレート,144km/h,ファウル,大貫 晋一,岡林 勇希,0-0
2,スプリット,138km/h,ボール,大貫 晋一,岡林 勇希,0-0
3,スプリット,136km/h,空振り  [ランエンドヒット、リプレー検証後判定覆る],大貫 晋一,岡林 勇希,0-0
4,スプリット,135km/h,左飛  [スライディングキャッチ],大貫 晋一,岡林 勇希,0-0
1,ストレート,145km/h,見逃し,大貫 晋一,郡司 裕也,0-0
2,ストレート,144km/h,見逃し,大貫 晋一,郡司 裕也,0-0
3,ストレート,146km/h,二ゴロ,大貫 晋一,郡司 裕也,0-0
1,ストレート,137km/h,見逃し,笠原 祥太郎,ソト,0-0
2,カットボール,130km/h,ボール,笠原 祥太郎,ソト,0-0
3,チェンジアップ,110km/h,左安,笠原 祥太郎,ソト,0-0
1,ストレート,137km/h,見逃し,笠原 祥太郎,宮﨑 敏郎,0-0
2,ストレート,138km/h,ボール,笠原 祥太郎,宮﨑 敏郎,0-0
3,カットボール,130km/h,ボール,笠原 祥太郎,宮﨑 敏郎,0-0
4,ストレート,138km/h,見逃し,笠原 祥太郎,宮﨑 敏郎,0-0
5,ストレート,138km/h,ファウル,笠原 祥太郎,宮﨑 敏郎,0-0
6,スクリュー,124km/h,ファウル,笠原 祥太郎,宮﨑 敏郎,0-0
7,カットボール,131km/h,右安,笠原 祥太郎,宮﨑 敏郎,0-0
1,ストレート,139km/h,ボール  [バント構え],笠原 祥太郎,大和,0-0
2,ストレート,139km/h,見逃し  [バント構え],笠原 祥太郎,大和,0-0
3,スクリュー,124km/h,一犠打,笠原 祥太郎,大和,0-0
1,ストレート,137km/h,ボール,笠原 祥太郎,嶺井 博希,0-0
2,チェンジアップ,110km/h,空振り,笠原 祥太郎,嶺井 博希,0-0
3,スクリュー,125km/h,空振り,笠原 祥太郎,嶺井 博希,0-0
4,チェンジアップ,112km/h,ファウル,笠原 祥太郎,嶺井 博希,0-0
5,ストレート,142km/h,空三振  [ファウルチップ],笠原 祥太郎,嶺井 博希,0-0
1,スクリュー,124km/h,捕邪飛  [バットの先],笠原 祥太郎,大貫 晋一,0-0
1,カーブ,112km/h,見逃し,大貫 晋一,ビシエド,0-0
2,ストレート,141km/h,ボール  [高めのつり球を要求],大貫 晋一,ビシエド,0-0
3,カーブ,115km/h,空振り,大貫 晋一,ビシエド,0-0
4,スプリット,137km/h,ボール,大貫 晋一,ビシエド,0-0
5,ツーシーム,143km/h,遊ゴロ,大貫 晋一,ビシエド,0-0
1,カーブ,115km/h,見逃し,大貫 晋一,木下 拓哉,0-0
2,ストレート,143km/h,ボール,大貫 晋一,木下 拓哉,0-0
3,カーブ,117km/h,左飛,大貫 晋一,木下 拓哉,0-0
1,ストレート,144km/h,ファウル,大貫 晋一,溝脇 隼人,0-0
2,ストレート,144km/h,見逃し,大貫 晋一,溝脇 隼人,0-0
3,ストレート,143km/h,ボール,大貫 晋一,溝脇 隼人,0-0
4,スプリット,137km/h,空三振,大貫 晋一,溝脇 隼人,0-0
1,ストレート,136km/h,ボール,笠原 祥太郎,蝦名 達夫,0-0
2,ストレート,136km/h,見逃し,笠原 祥太郎,蝦名 達夫,0-0
3,ストレート,136km/h,見逃し,笠原 祥太郎,蝦名 達夫,0-0
4,ストレート,138km/h,死球,笠原 祥太郎,蝦名 達夫,0-0
1,ストレート,137km/h,投直,笠原 祥太郎,桑原 将志,0-0
1,カットボール,131km/h,ボール,笠原 祥太郎,佐野 恵太,0-0
2,カーブ,114km/h,ボール  [ワンバウンド],笠原 祥太郎,佐野 恵太,0-0
3,ストレート,140km/h,中２,笠原 祥太郎,佐野 恵太,0-0
1,カットボール,132km/h,見逃し,笠原 祥太郎,ソト,0-0
2,ストレート,138km/h,ファウル,笠原 祥太郎,ソト,0-0
3,ストレート,140km/h,ボール,笠原 祥太郎,ソト,0-0
4,ストレート,142km/h,ボール,笠原 祥太郎,ソト,0-0
5,ストレート,141km/h,ボール,笠原 祥太郎,ソト,0-0
6,スクリュー,126km/h,ファウル,笠原 祥太郎,ソト,0-0
7,ストレート,143km/h,四球,笠原 祥太郎,ソト,0-0
1,スクリュー,125km/h,ボール,笠原 祥太郎,宮﨑 敏郎,0-0
2,ストレート,140km/h,見逃し,笠原 祥太郎,宮﨑 敏郎,0-0
3,ストレート,140km/h,遊ゴロ  [バウンド高い],笠原 祥太郎,宮﨑 敏郎,0-0
1,ツーシーム,142km/h,見逃し,大貫 晋一,福田 永将,0-0
2,ツーシーム,143km/h,ボール,大貫 晋一,福田 永将,0-0
3,カーブ,114km/h,ファウル,大貫 晋一,福田 永将,0-0
4,スプリット,138km/h,空三振,大貫 晋一,福田 永将,0-0
1,スプリット,138km/h,空振り,大貫 晋一,土田 龍空,0-0
2,スプリット,137km/h,ボール  [ワンバウンド],大貫 晋一,土田 龍空,0-0
3,ストレート,143km/h,左飛  [好ポジショニング],大貫 晋一,土田 龍空,0-0
1,ストレート,142km/h,見逃し,大貫 晋一,笠原 祥太郎,0-0
2,ストレート,142km/h,ファウル,大貫 晋一,笠原 祥太郎,0-0
3,スプリット,137km/h,ボール  [ワンバウンド],大貫 晋一,笠原 祥太郎,0-0
4,スプリット,137km/h,ボール,大貫 晋一,笠原 祥太郎,0-0
5,スプリット,135km/h,空三振,大貫 晋一,笠原 祥太郎,0-0
1,ストレート,136km/h,ボール,笠原 祥太郎,大和,0-0
2,ストレート,135km/h,右安,笠原 祥太郎,大和,0-0
1,スクリュー,124km/h,左本,笠原 祥太郎,嶺井 博希,2-0
1,ストレート,138km/h,見逃し,笠原 祥太郎,森 敬斗,2-0
2,カットボール,132km/h,二ゴロ,笠原 祥太郎,森 敬斗,2-0
1,ストレート,135km/h,見逃し  [打つ気なし],笠原 祥太郎,大貫 晋一,2-0
2,ストレート,137km/h,ボール,笠原 祥太郎,大貫 晋一,2-0
3,スクリュー,124km/h,見逃し,笠原 祥太郎,大貫 晋一,2-0
4,スクリュー,125km/h,一ゴロ,笠原 祥太郎,大貫 晋一,2-0
1,ストレート,136km/h,ボール,笠原 祥太郎,蝦名 達夫,2-0
2,カーブ,112km/h,見逃し,笠原 祥太郎,蝦名 達夫,2-0
3,スクリュー,127km/h,中飛  [痛烈な当たり],笠原 祥太郎,蝦名 達夫,2-0
1,ツーシーム,143km/h,ボール,大貫 晋一,大島 洋平,2-0
2,ツーシーム,142km/h,見逃し,大貫 晋一,大島 洋平,2-0
3,スプリット,135km/h,ファウル,大貫 晋一,大島 洋平,2-0
4,カーブ,118km/h,見三振  [構えたところにズバリ],大貫 晋一,大島 洋平,2-0
1,ストレート,144km/h,見逃し,大貫 晋一,岡林 勇希,2-0
2,カーブ,117km/h,ボール,大貫 晋一,岡林 勇希,2-0
3,スプリット,137km/h,空振り,大貫 晋一,岡林 勇希,2-0
4,カーブ,118km/h,ボール,大貫 晋一,岡林 勇希,2-0
5,ストレート,144km/h,二ゴロ,大貫 晋一,岡林 勇希,2-0
1,ストレート,141km/h,ファウル,大貫 晋一,郡司 裕也,2-0
2,スライダー,130km/h,見逃し,大貫 晋一,郡司 裕也,2-0
3,ツーシーム,144km/h,三ゴロ  [詰り、イレギュラー],大貫 晋一,郡司 裕也,2-0
1,ストレート,137km/h,見逃し,笠原 祥太郎,桑原 将志,2-0
2,ストレート,133km/h,ボール,笠原 祥太郎,桑原 将志,2-0
3,ストレート,136km/h,中安,笠原 祥太郎,桑原 将志,2-0
1,カットボール,130km/h,右本,笠原 祥太郎,佐野 恵太,4-0
1,カーブ,111km/h,見逃し,笠原 祥太郎,ソト,4-0
2,ストレート,138km/h,ボール,笠原 祥太郎,ソト,4-0
3,ストレート,136km/h,ファウル,笠原 祥太郎,ソト,4-0
4,ストレート,140km/h,空三振,笠原 祥太郎,ソト,4-0
1,カットボール,132km/h,見逃し,笠原 祥太郎,宮﨑 敏郎,4-0
2,ストレート,138km/h,見逃し,笠原 祥太郎,宮﨑 敏郎,4-0
3,ストレート,140km/h,ファウル  [自打球],笠原 祥太郎,宮﨑 敏郎,4-0
4,スクリュー,125km/h,ボール  [ワンバウンド],笠原 祥太郎,宮﨑 敏郎,4-0
5,カットボール,131km/h,ボール,笠原 祥太郎,宮﨑 敏郎,4-0
6,ストレート,140km/h,遊ゴロ,笠原 祥太郎,宮﨑 敏郎,4-0
1,カットボール,129km/h,見逃し,笠原 祥太郎,大和,4-0
2,カットボール,130km/h,ファウル,笠原 祥太郎,大和,4-0
3,ストレート,140km/h,左邪飛  [スライディングキャッチ],笠原 祥太郎,大和,4-0
1,スライダー,126km/h,空振り,大貫 晋一,ビシエド,4-0
2,ストレート,142km/h,ボール,大貫 晋一,ビシエド,4-0
3,カーブ,116km/h,ボール  [ワンバウンド],大貫 晋一,ビシエド,4-0
4,ツーシーム,141km/h,三ゴロ,大貫 晋一,ビシエド,4-0
1,ストレート,141km/h,見逃し,大貫 晋一,木下 拓哉,4-0
2,ストレート,141km/h,ファウル,大貫 晋一,木下 拓哉,4-0
3,ストレート,144km/h,右安,大貫 晋一,木下 拓哉,4-0
1,スプリット,136km/h,ボール,大貫 晋一,溝脇 隼人,4-0
2,スプリット,135km/h,空振り,大貫 晋一,溝脇 隼人,4-0
3,ツーシーム,142km/h,一安  [引っかけ、リプレー検証後判定変わらず],大貫 晋一,溝脇 隼人,4-0
