投球数,球種,球速,結果,投手,打者,スコア
5,ストレート,155km/h,ボール,ロドリゲス,佐藤 輝明,4-4
6,縦スライダー,134km/h,空三振,ロドリゲス,佐藤 輝明,4-4
1,ストレート,153km/h,ボール,ロドリゲス,ロドリゲス,4-4
2,ストレート,153km/h,ファウル,ロドリゲス,ロドリゲス,4-4
3,ストレート,157km/h,ファウル,ロドリゲス,ロドリゲス,4-4
4,縦スライダー,136km/h,見三振  [投手ガッツポーズ、投手吼える、判定不服],ロドリゲス,ロドリゲス,4-4
1,チェンジアップ,132km/h,見逃し,岩崎 優,大野 奨太,4-4
2,スライダー,129km/h,ファウル,岩崎 優,大野 奨太,4-4
3,ストレート,142km/h,ボール,岩崎 優,大野 奨太,4-4
4,ストレート,140km/h,ボール,岩崎 優,大野 奨太,4-4
5,チェンジアップ,130km/h,三安  [強襲、送球がバウンド、ヘッドスライディング],岩崎 優,大野 奨太,4-4
1,ストレート,143km/h,三犠打,岩崎 優,石垣 雅海,4-4
1,スライダー,129km/h,ボール,岩崎 優,土田 龍空,4-4
2,ストレート,139km/h,ファウル,岩崎 優,土田 龍空,4-4
3,ストレート,138km/h,中安  [外野前進],岩崎 優,土田 龍空,4-4
1,ストレート,142km/h,ボール  [高めのつり球を要求],岩崎 優,木下 拓哉,5-4
2,スライダー,133km/h,見逃し,岩崎 優,木下 拓哉,5-4
3,ストレート,142km/h,ファウル,岩崎 優,木下 拓哉,5-4
4,ストレート,140km/h,バ三振  [スクイズ失敗、バント空振り、すっぽ抜け、珍プレイ],岩崎 優,木下 拓哉,5-4
1,スライダー,130km/h,見逃し,岩崎 優,岡林 勇希,5-4
2,スライダー,126km/h,ボール  [ワンバウンド],岩崎 優,岡林 勇希,5-4
3,チェンジアップ,135km/h,見逃し,岩崎 優,岡林 勇希,5-4
4,スライダー,133km/h,左飛,岩崎 優,岡林 勇希,5-4
1,ストレート,153km/h,空振り,R.マルティネス,糸原 健斗,5-4
2,ストレート,153km/h,ボール,R.マルティネス,糸原 健斗,5-4
3,ストレート,158km/h,ファウル,R.マルティネス,糸原 健斗,5-4
4,ストレート,156km/h,ファウル,R.マルティネス,糸原 健斗,5-4
5,ストレート,-,ボール,R.マルティネス,糸原 健斗,5-4
6,スプリット,147km/h,一ゴロ  [ダイビングキャッチ、好プレイ],R.マルティネス,糸原 健斗,5-4
1,ストレート,159km/h,見逃し,R.マルティネス,井上 広大,5-4
2,ストレート,156km/h,ボール,R.マルティネス,井上 広大,5-4
3,ストレート,156km/h,ボール,R.マルティネス,井上 広大,5-4
4,ストレート,152km/h,右邪飛,R.マルティネス,井上 広大,5-4
1,ストレート,156km/h,ボール,R.マルティネス,梅野 隆太郎,5-4
2,ストレート,156km/h,見逃し,R.マルティネス,梅野 隆太郎,5-4
3,スプリット,146km/h,空振り,R.マルティネス,梅野 隆太郎,5-4
4,ストレート,156km/h,二ゴロ  [観客ため息],R.マルティネス,梅野 隆太郎,5-4
1,ストレート,149km/h,見逃し,藤平 尚真,外崎 修汰,0-0
2,ストレート,148km/h,見逃し,藤平 尚真,外崎 修汰,0-0
3,ストレート,149km/h,見三振  [構えたところにズバリ],藤平 尚真,外崎 修汰,0-0
1,カーブ,122km/h,見逃し,藤平 尚真,源田 壮亮,0-0
2,ストレート,149km/h,ボール,藤平 尚真,源田 壮亮,0-0
3,ストレート,148km/h,遊飛  [ジャンピングキャッチ、後ろ向きにキャッチ],藤平 尚真,源田 壮亮,0-0
1,ストレート,151km/h,右飛  [詰り],藤平 尚真,森 友哉,0-0
1,ストレート,149km/h,見逃し,エンス,小深田 大翔,0-0
2,カットボール,132km/h,中飛,エンス,小深田 大翔,0-0
1,ストレート,148km/h,見逃し,エンス,銀次,0-0
2,カーブ,127km/h,遊ゴロ,エンス,銀次,0-0
1,ストレート,150km/h,ボール,エンス,浅村 栄斗,0-0
2,ストレート,149km/h,ボール,エンス,浅村 栄斗,0-0
3,ストレート,150km/h,ボール,エンス,浅村 栄斗,0-0
4,ストレート,149km/h,見逃し,エンス,浅村 栄斗,0-0
5,ストレート,148km/h,ファウル,エンス,浅村 栄斗,0-0
6,カットボール,138km/h,見三振  [全く反応できず],エンス,浅村 栄斗,0-0
1,ストレート,145km/h,ボール  [打者のけぞる、転倒],藤平 尚真,山川 穂高,0-0
2,ストレート,149km/h,ファウル  [捕手悶絶],藤平 尚真,山川 穂高,0-0
3,チェンジアップ,132km/h,空振り,藤平 尚真,山川 穂高,0-0
4,チェンジアップ,134km/h,ボール  [ワンバウンド],藤平 尚真,山川 穂高,0-0
5,ストレート,148km/h,左飛  [フェンスギリギリ],藤平 尚真,山川 穂高,0-0
1,ストレート,149km/h,ボール,藤平 尚真,栗山 巧,0-0
2,カーブ,123km/h,ボール  [ワンバウンド],藤平 尚真,栗山 巧,0-0
3,ストレート,148km/h,遊ゴロ  [逆シングル、スライディングキャッチ],藤平 尚真,栗山 巧,0-0
1,スライダー,131km/h,見逃し,藤平 尚真,愛斗,0-0
2,チェンジアップ,133km/h,ファウル  [自打球],藤平 尚真,愛斗,0-0
3,ストレート,150km/h,ボール  [高めのつり球を要求、ハーフスイング],藤平 尚真,愛斗,0-0
4,ストレート,152km/h,ファウル,藤平 尚真,愛斗,0-0
5,フォーク,145km/h,ボール  [ワンバウンド],藤平 尚真,愛斗,0-0
6,チェンジアップ,134km/h,空三振,藤平 尚真,愛斗,0-0
1,カットボール,136km/h,見逃し,エンス,島内 宏明,0-0
2,ストレート,147km/h,ファウル,エンス,島内 宏明,0-0
3,スライダー,130km/h,ファウル,エンス,島内 宏明,0-0
4,カットボール,136km/h,中安,エンス,島内 宏明,0-0
1,カットボール,133km/h,見逃し,エンス,岡島 豪郎,0-0
2,ストレート,149km/h,遊併打  [送球がバウンド],エンス,岡島 豪郎,0-0
1,カーブ,124km/h,ボール,エンス,辰己 涼介,0-0
2,カットボール,137km/h,ボール,エンス,辰己 涼介,0-0
3,カットボール,135km/h,見逃し,エンス,辰己 涼介,0-0
4,カットボール,134km/h,中安,エンス,辰己 涼介,0-0
1,ストレート,144km/h,ボール,エンス,鈴木 大地,0-0
2,カットボール,133km/h,中安,エンス,鈴木 大地,0-0
1,ストレート,147km/h,見逃し,エンス,炭谷 銀仁朗,0-0
2,ストレート,149km/h,ファウル,エンス,炭谷 銀仁朗,0-0
3,ストレート,146km/h,ボール  [ベンチに戻りかける],エンス,炭谷 銀仁朗,0-0
4,ストレート,148km/h,ファウル,エンス,炭谷 銀仁朗,0-0
5,チェンジアップ,132km/h,ボール  [ワンバウンド],エンス,炭谷 銀仁朗,0-0
6,カットボール,135km/h,遊ゴロ,エンス,炭谷 銀仁朗,0-0
1,ストレート,147km/h,ファウル,藤平 尚真,オグレディ,0-0
2,カーブ,122km/h,投ゴロ  [バウンド高い],藤平 尚真,オグレディ,0-0
1,チェンジアップ,130km/h,見逃し,藤平 尚真,呉 念庭,0-0
2,ストレート,147km/h,右安,藤平 尚真,呉 念庭,0-0
1,ストレート,144km/h,見逃し,藤平 尚真,若林 楽人,0-0
2,スライダー,129km/h,ファウル,藤平 尚真,若林 楽人,0-0
3,スライダー,131km/h,ファウル,藤平 尚真,若林 楽人,0-0
4,スライダー,129km/h,ファウル,藤平 尚真,若林 楽人,0-0
5,ストレート,149km/h,ボール,藤平 尚真,若林 楽人,0-0
6,チェンジアップ,130km/h,左安  [バットの先],藤平 尚真,若林 楽人,0-0
1,スライダー,133km/h,ボール  [ワンバウンド],藤平 尚真,外崎 修汰,0-0
2,ストレート,147km/h,ボール,藤平 尚真,外崎 修汰,0-0
3,カーブ,121km/h,ボール  [ワンバウンド],藤平 尚真,外崎 修汰,0-0
4,ストレート,147km/h,見逃し,藤平 尚真,外崎 修汰,0-0
5,ストレート,146km/h,四球,藤平 尚真,外崎 修汰,0-0
1,ストレート,149km/h,投安  [投手のグラブを弾く],藤平 尚真,源田 壮亮,2-0
1,チェンジアップ,132km/h,ボール,藤平 尚真,森 友哉,2-0
2,ストレート,147km/h,二併打,藤平 尚真,森 友哉,2-0
1,ストレート,144km/h,ファウル,エンス,田中 和基,2-0
2,ストレート,147km/h,ボール,エンス,田中 和基,2-0
3,ストレート,145km/h,空振り,エンス,田中 和基,2-0
4,チェンジアップ,134km/h,ボール,エンス,田中 和基,2-0
5,ストレート,147km/h,空三振,エンス,田中 和基,2-0
1,ストレート,147km/h,ボール,エンス,小深田 大翔,2-0
2,ストレート,148km/h,中安,エンス,小深田 大翔,2-0
1,ストレート,146km/h,ファウル,エンス,銀次,2-0
2,ストレート,146km/h,ファウル,エンス,銀次,2-0
3,ストレート,146km/h,左飛  [バットの先],エンス,銀次,2-0
1,カットボール,131km/h,見逃し,エンス,浅村 栄斗,2-0
2,ストレート,149km/h,ボール,エンス,浅村 栄斗,2-0
3,チェンジアップ,131km/h,二ゴロ  [スライディングキャッチ],エンス,浅村 栄斗,2-0
1,フォーク,138km/h,ファウル,福井 優也,山川 穂高,3-0
2,ストレート,145km/h,ファウル,福井 優也,山川 穂高,3-0
3,フォーク,138km/h,左中本,福井 優也,山川 穂高,3-0
1,カットボール,141km/h,空振り,福井 優也,栗山 巧,3-0
2,ストレート,145km/h,ボール,福井 優也,栗山 巧,3-0
3,カットボール,137km/h,ファウル,福井 優也,栗山 巧,3-0
4,ストレート,146km/h,空三振,福井 優也,栗山 巧,3-0
1,カーブ,124km/h,空振り,福井 優也,愛斗,3-0
2,スライダー,126km/h,見逃し,福井 優也,愛斗,3-0
3,カットボール,136km/h,ボール,福井 優也,愛斗,3-0
4,カットボール,140km/h,左安,福井 優也,愛斗,3-0
1,フォーク,138km/h,見逃し,福井 優也,オグレディ,3-0
2,ストレート,145km/h,見逃し,福井 優也,オグレディ,3-0
3,ストレート,143km/h,二飛,福井 優也,オグレディ,3-0
1,ストレート,144km/h,ボール,福井 優也,呉 念庭,3-0
2,ストレート,145km/h,ボール,福井 優也,呉 念庭,3-0
3,カットボール,136km/h,ボール,福井 優也,呉 念庭,3-0
4,カットボール,136km/h,四球,福井 優也,呉 念庭,3-0
1,カットボール,138km/h,ファウル,福井 優也,若林 楽人,3-0
2,ストレート,144km/h,二飛  [詰り],福井 優也,若林 楽人,3-0
1,ストレート,149km/h,ボール,エンス,島内 宏明,3-0
2,ストレート,149km/h,ボール,エンス,島内 宏明,3-0
3,ストレート,148km/h,見逃し,エンス,島内 宏明,3-0
4,ストレート,147km/h,ファウル,エンス,島内 宏明,3-0
5,ストレート,150km/h,三直  [詰り],エンス,島内 宏明,3-0
1,ストレート,149km/h,見逃し,エンス,岡島 豪郎,3-0
2,ストレート,148km/h,一邪飛,エンス,岡島 豪郎,3-0
1,カットボール,136km/h,ボール,エンス,辰己 涼介,3-0
2,スライダー,130km/h,空振り,エンス,辰己 涼介,3-0
3,ストレート,149km/h,ボール  [ハーフスイング],エンス,辰己 涼介,3-0
4,ストレート,149km/h,ボール,エンス,辰己 涼介,3-0
5,カットボール,137km/h,見逃し  [一塁へ歩きかける],エンス,辰己 涼介,3-0
6,ストレート,150km/h,二ゴロ,エンス,辰己 涼介,3-0
1,ストレート,143km/h,ボール,酒居 知史,外崎 修汰,3-0
2,ストレート,142km/h,見逃し,酒居 知史,外崎 修汰,3-0
3,カーブ,116km/h,空振り,酒居 知史,外崎 修汰,3-0
4,フォーク,134km/h,ファウル,酒居 知史,外崎 修汰,3-0
5,ストレート,143km/h,ボール,酒居 知史,外崎 修汰,3-0
6,スライダー,132km/h,遊ゴロ,酒居 知史,外崎 修汰,3-0
1,フォーク,135km/h,ファウル,酒居 知史,源田 壮亮,3-0
2,フォーク,133km/h,二ゴロ,酒居 知史,源田 壮亮,3-0
1,スライダー,132km/h,見逃し,酒居 知史,森 友哉,3-0
2,フォーク,131km/h,空振り,酒居 知史,森 友哉,3-0
3,ストレート,144km/h,ボール,酒居 知史,森 友哉,3-0
4,ストレート,142km/h,ボール,酒居 知史,森 友哉,3-0
5,フォーク,135km/h,ボール,酒居 知史,森 友哉,3-0
6,フォーク,135km/h,ファウル,酒居 知史,森 友哉,3-0
7,ストレート,143km/h,四球,酒居 知史,森 友哉,3-0
1,スライダー,132km/h,空振り,酒居 知史,山川 穂高,3-0
2,スライダー,132km/h,ボール,酒居 知史,山川 穂高,3-0
3,ストレート,139km/h,ボール,酒居 知史,山川 穂高,3-0
4,フォーク,135km/h,ボール  [ワンバウンド],酒居 知史,山川 穂高,3-0
5,ストレート,141km/h,見逃し,酒居 知史,山川 穂高,3-0
6,スライダー,130km/h,四球,酒居 知史,山川 穂高,3-0
1,カーブ,119km/h,ボール,酒居 知史,栗山 巧,3-0
2,フォーク,135km/h,ファウル  [止めたバットに当たる],酒居 知史,栗山 巧,3-0
3,ストレート,142km/h,左飛,酒居 知史,栗山 巧,3-0
1,ストレート,143km/h,ボール,エンス,鈴木 大地,3-0
2,ストレート,143km/h,ボール,エンス,鈴木 大地,3-0
3,ストレート,146km/h,ボール,エンス,鈴木 大地,3-0
4,ストレート,146km/h,四球  [打つ気なし],エンス,鈴木 大地,3-0
1,ストレート,145km/h,見逃し,エンス,炭谷 銀仁朗,3-0
2,ストレート,146km/h,ボール,エンス,炭谷 銀仁朗,3-0
3,ストレート,145km/h,ボール,エンス,炭谷 銀仁朗,3-0
4,ストレート,147km/h,三直  [痛烈な当たり],エンス,炭谷 銀仁朗,3-0
1,ストレート,145km/h,ボール,エンス,田中 和基,3-0
2,ストレート,146km/h,三併打  [送球がバウンド],エンス,田中 和基,3-0
1,ストレート,152km/h,空振り,ブセニッツ,愛斗,3-0
2,ストレート,151km/h,ファウル,ブセニッツ,愛斗,3-0
3,カットボール,141km/h,ボール,ブセニッツ,愛斗,3-0
4,カーブ,129km/h,ボール,ブセニッツ,愛斗,3-0
5,ストレート,152km/h,空三振,ブセニッツ,愛斗,3-0
1,カーブ,134km/h,ボール,ブセニッツ,オグレディ,3-0
2,ストレート,153km/h,ファウル,ブセニッツ,オグレディ,3-0
3,ストレート,153km/h,空振り,ブセニッツ,オグレディ,3-0
4,カットボール,145km/h,ボール,ブセニッツ,オグレディ,3-0
5,スプリット,142km/h,ボール  [ワンバウンド],ブセニッツ,オグレディ,3-0
6,ストレート,153km/h,ファウル,ブセニッツ,オグレディ,3-0
7,カーブ,138km/h,空三振  [ワンバウンド、ハーフスイング],ブセニッツ,オグレディ,3-0
1,ストレート,147km/h,ファウル,ブセニッツ,呉 念庭,3-0
2,カットボール,146km/h,ボール,ブセニッツ,呉 念庭,3-0
3,カーブ,136km/h,見逃し,ブセニッツ,呉 念庭,3-0
4,ストレート,154km/h,ボール,ブセニッツ,呉 念庭,3-0
5,ストレート,152km/h,左２,ブセニッツ,呉 念庭,3-0
1,ストレート,152km/h,ボール,ブセニッツ,若林 楽人,3-0
2,ストレート,154km/h,見逃し,ブセニッツ,若林 楽人,3-0
3,ストレート,152km/h,見逃し,ブセニッツ,若林 楽人,3-0
4,ストレート,153km/h,ファウル,ブセニッツ,若林 楽人,3-0
5,カーブ,136km/h,三ゴロ,ブセニッツ,若林 楽人,3-0
1,カットボール,134km/h,ボール,エンス,小深田 大翔,3-0
2,カットボール,134km/h,見逃し,エンス,小深田 大翔,3-0
3,カットボール,137km/h,一ゴロ  [ボテボテ],エンス,小深田 大翔,3-0
1,ストレート,146km/h,ボール,エンス,銀次,3-0
2,カットボール,135km/h,見逃し,エンス,銀次,3-0
3,カットボール,136km/h,見逃し,エンス,銀次,3-0
4,ストレート,147km/h,ファウル,エンス,銀次,3-0
5,ストレート,148km/h,ボール,エンス,銀次,3-0
6,ストレート,145km/h,見三振,エンス,銀次,3-0
1,ストレート,146km/h,空振り,エンス,浅村 栄斗,3-0
2,ストレート,147km/h,ボール,エンス,浅村 栄斗,3-0
3,ストレート,148km/h,ボール,エンス,浅村 栄斗,3-0
4,カットボール,133km/h,ファウル,エンス,浅村 栄斗,3-0
5,カットボール,136km/h,ボール  [ベンチに戻りかける],エンス,浅村 栄斗,3-0
6,カットボール,137km/h,二飛,エンス,浅村 栄斗,3-0
1,ストレート,146km/h,ファウル,宮森 智志,外崎 修汰,3-0
2,フォーク,129km/h,ボール,宮森 智志,外崎 修汰,3-0
3,ストレート,148km/h,ファウル,宮森 智志,外崎 修汰,3-0
4,ストレート,145km/h,三ゴロ,宮森 智志,外崎 修汰,3-0
1,ストレート,147km/h,ボール,宮森 智志,源田 壮亮,3-0
2,ストレート,148km/h,ボール,宮森 智志,源田 壮亮,3-0
3,ストレート,148km/h,ボール,宮森 智志,源田 壮亮,3-0
4,ストレート,147km/h,見逃し,宮森 智志,源田 壮亮,3-0
5,ストレート,147km/h,見逃し,宮森 智志,源田 壮亮,3-0
6,ストレート,145km/h,一ゴロ,宮森 智志,源田 壮亮,3-0
1,フォーク,133km/h,ボール  [ワンバウンド],宮森 智志,森 友哉,3-0
2,フォーク,135km/h,ボール,宮森 智志,森 友哉,3-0
3,フォーク,133km/h,空振り  [フルスイング],宮森 智志,森 友哉,3-0
4,フォーク,131km/h,ボール,宮森 智志,森 友哉,3-0
5,フォーク,131km/h,見逃し,宮森 智志,森 友哉,3-0
6,ストレート,147km/h,ファウル  [捕手悶絶],宮森 智志,森 友哉,3-0
7,フォーク,131km/h,空三振,宮森 智志,森 友哉,3-0
1,ストレート,146km/h,ボール,エンス,島内 宏明,3-1
2,ストレート,145km/h,左本,エンス,島内 宏明,3-1
1,ストレート,146km/h,中２,エンス,岡島 豪郎,3-1
1,カットボール,135km/h,ファウル,エンス,辰己 涼介,3-3
2,カーブ,121km/h,ボール,エンス,辰己 涼介,3-3
3,カーブ,122km/h,見逃し,エンス,辰己 涼介,3-3
4,ストレート,147km/h,ボール,エンス,辰己 涼介,3-3
5,ストレート,147km/h,ボール,エンス,辰己 涼介,3-3
6,カットボール,133km/h,右本,エンス,辰己 涼介,3-3
1,カットボール,142km/h,ボール,宮川 哲,鈴木 大地,3-3
2,カットボール,143km/h,ファウル,宮川 哲,鈴木 大地,3-3
3,フォーク,138km/h,ボール  [ワンバウンド],宮川 哲,鈴木 大地,3-3
4,カットボール,144km/h,ファウル,宮川 哲,鈴木 大地,3-3
5,ストレート,149km/h,ファウル,宮川 哲,鈴木 大地,3-3
6,パワーカーブ,131km/h,ファウル,宮川 哲,鈴木 大地,3-3
7,フォーク,135km/h,ファウル,宮川 哲,鈴木 大地,3-3
8,パワーカーブ,131km/h,ボール,宮川 哲,鈴木 大地,3-3
9,フォーク,137km/h,空三振,宮川 哲,鈴木 大地,3-3
1,カットボール,144km/h,ファウル,宮川 哲,炭谷 銀仁朗,3-3
2,カットボール,143km/h,空振り,宮川 哲,炭谷 銀仁朗,3-3
3,ストレート,147km/h,ファウル,宮川 哲,炭谷 銀仁朗,3-3
4,ストレート,147km/h,ファウル,宮川 哲,炭谷 銀仁朗,3-3
5,パワーカーブ,131km/h,空三振,宮川 哲,炭谷 銀仁朗,3-3
1,パワーカーブ,130km/h,見逃し,宮川 哲,田中 和基,3-3
2,フォーク,136km/h,ボール  [ワンバウンド],宮川 哲,田中 和基,3-3
3,フォーク,137km/h,ボール,宮川 哲,田中 和基,3-3
4,フォーク,136km/h,二ゴロ,宮川 哲,田中 和基,3-3
1,ストレート,148km/h,ファウル,西口 直人,山川 穂高,3-3
2,ストレート,149km/h,ファウル,西口 直人,山川 穂高,3-3
3,ストレート,149km/h,ボール,西口 直人,山川 穂高,3-3
4,ストレート,150km/h,ファウル,西口 直人,山川 穂高,3-3
5,フォーク,138km/h,ボール,西口 直人,山川 穂高,3-3
6,ストレート,151km/h,ファウル,西口 直人,山川 穂高,3-3
7,フォーク,138km/h,ボール,西口 直人,山川 穂高,3-3
8,フォーク,137km/h,空三振,西口 直人,山川 穂高,3-3
1,ストレート,151km/h,空振り,西口 直人,栗山 巧,3-3
2,チェンジアップ,127km/h,空振り,西口 直人,栗山 巧,3-3
3,ストレート,152km/h,ファウル,西口 直人,栗山 巧,3-3
4,ストレート,149km/h,ファウル,西口 直人,栗山 巧,3-3
5,チェンジアップ,128km/h,三邪飛,西口 直人,栗山 巧,3-3
1,フォーク,138km/h,見逃し,西口 直人,愛斗,3-3
2,フォーク,140km/h,空振り,西口 直人,愛斗,3-3
3,フォーク,139km/h,遊ゴロ,西口 直人,愛斗,3-3
1,シュート,144km/h,ボール,水上 由伸,小深田 大翔,3-3
2,スライダー,130km/h,右安,水上 由伸,小深田 大翔,3-3
1,ストレート,142km/h,ボール  [バント構え、ワンバウンド],水上 由伸,銀次,3-3
2,シュート,141km/h,ファウル  [バントファウル],水上 由伸,銀次,3-3
3,シュート,140km/h,ボール  [バント構え],水上 由伸,銀次,3-3
4,シュート,141km/h,ボール  [バント構え],水上 由伸,銀次,3-3
5,シュート,142km/h,一犠打,水上 由伸,銀次,3-3
1,スライダー,133km/h,ボール,水上 由伸,浅村 栄斗,3-4
2,シュート,140km/h,右犠飛,水上 由伸,浅村 栄斗,3-4
1,ストレート,144km/h,見逃し,水上 由伸,島内 宏明,3-4
2,スライダー,130km/h,空振り,水上 由伸,島内 宏明,3-4
3,シュート,144km/h,ボール,水上 由伸,島内 宏明,3-4
4,スライダー,131km/h,ボール,水上 由伸,島内 宏明,3-4
5,スライダー,129km/h,ボール,水上 由伸,島内 宏明,3-4
6,スライダー,129km/h,見三振  [一塁へ歩きかける、判定不服],水上 由伸,島内 宏明,3-4
1,ストレート,148km/h,ボール,松井 裕樹,オグレディ,3-4
2,スライダー,138km/h,見逃し,松井 裕樹,オグレディ,3-4
3,スライダー,132km/h,ボール,松井 裕樹,オグレディ,3-4
4,スライダー,133km/h,見逃し,松井 裕樹,オグレディ,3-4
5,フォーク,143km/h,空三振  [ファウルチップ],松井 裕樹,オグレディ,3-4
1,ストレート,150km/h,見逃し,松井 裕樹,呉 念庭,3-4
2,ストレート,149km/h,ファウル,松井 裕樹,呉 念庭,3-4
3,フォーク,141km/h,ボール,松井 裕樹,呉 念庭,3-4
4,スライダー,133km/h,ファウル,松井 裕樹,呉 念庭,3-4
5,フォーク,143km/h,一ゴロ  [詰り],松井 裕樹,呉 念庭,3-4
1,スライダー,135km/h,見逃し,松井 裕樹,中村 剛也,3-4
2,ストレート,150km/h,ファウル,松井 裕樹,中村 剛也,3-4
3,スライダー,132km/h,ボール  [ワンバウンド],松井 裕樹,中村 剛也,3-4
4,カーブ,129km/h,ボール  [ワンバウンド],松井 裕樹,中村 剛也,3-4
5,フォーク,141km/h,ボール,松井 裕樹,中村 剛也,3-4
6,カーブ,124km/h,四球,松井 裕樹,中村 剛也,3-4
1,ストレート,148km/h,ファウル,松井 裕樹,外崎 修汰,3-4
2,ストレート,149km/h,見逃し,松井 裕樹,外崎 修汰,3-4
3,カーブ,124km/h,遊ゴロ,松井 裕樹,外崎 修汰,3-4
1,ストレート,141km/h,ボール,小島 和哉,上川畑 大悟,0-0
2,ストレート,-,右安,小島 和哉,上川畑 大悟,0-0
1,ストレート,-,投犠打  [セーフティバント],小島 和哉,中島 卓也,0-0
1,ストレート,142km/h,見逃し,小島 和哉,近藤 健介,0-0
2,スライダー,127km/h,ボール,小島 和哉,近藤 健介,0-0
3,カットボール,136km/h,空振り,小島 和哉,近藤 健介,0-0
4,スライダー,-,遊安  [グラブ弾く],小島 和哉,近藤 健介,0-0
1,スライダー,129km/h,ボール,小島 和哉,野村 佑希,0-0
2,チェンジアップ,131km/h,ボール  [ワンバウンド],小島 和哉,野村 佑希,0-0
3,カットボール,133km/h,ボール,小島 和哉,野村 佑希,0-0
4,ストレート,144km/h,見逃し,小島 和哉,野村 佑希,0-0
1,スライダー,129km/h,ボール,小島 和哉,野村 佑希,0-0
2,チェンジアップ,131km/h,ボール  [ワンバウンド],小島 和哉,野村 佑希,0-0
3,カットボール,133km/h,ボール,小島 和哉,野村 佑希,0-0
4,ストレート,144km/h,見逃し,小島 和哉,野村 佑希,0-0
5,チェンジアップ,132km/h,四球  [ワンバウンド],小島 和哉,野村 佑希,0-0
1,シュート,143km/h,ボール,小島 和哉,今川 優馬,1-0
2,チェンジアップ,132km/h,ボール  [ワンバウンド],小島 和哉,今川 優馬,1-0
3,チェンジアップ,133km/h,ファウル,小島 和哉,今川 優馬,1-0
4,ストレート,142km/h,ボール  [ランエンドヒット、ダブルスチール、ディレイドスチール],小島 和哉,今川 優馬,1-0
1,シュート,143km/h,ボール,小島 和哉,今川 優馬,1-0
2,チェンジアップ,132km/h,ボール  [ワンバウンド],小島 和哉,今川 優馬,1-0
3,チェンジアップ,133km/h,ファウル,小島 和哉,今川 優馬,1-0
4,ストレート,142km/h,ボール  [ランエンドヒット、ダブルスチール、ディレイドスチール],小島 和哉,今川 優馬,1-0
5,チェンジアップ,133km/h,空振り,小島 和哉,今川 優馬,1-0
6,ストレート,143km/h,見三振  [構えたところにズバリ、全く反応できず],小島 和哉,今川 優馬,1-0
1,ストレート,137km/h,見逃し,加藤 貴之,荻野 貴司,1-1
2,シュート,134km/h,ボール,加藤 貴之,荻野 貴司,1-1
3,スライダー,119km/h,見逃し,加藤 貴之,荻野 貴司,1-1
4,ストレート,-,左中本,加藤 貴之,荻野 貴司,1-1
1,スライダー,121km/h,見逃し,加藤 貴之,髙部 瑛斗,1-1
2,スローカーブ,-,遊飛  [泳ぎ、バットの先],加藤 貴之,髙部 瑛斗,1-1
1,スライダー,117km/h,見逃し,加藤 貴之,中村 奨吾,1-1
2,ストレート,137km/h,ファウル,加藤 貴之,中村 奨吾,1-1
3,フォーク,-,二ゴロ  [バットの先],加藤 貴之,中村 奨吾,1-1
1,スローカーブ,101km/h,見逃し,加藤 貴之,山口 航輝,1-1
2,スライダー,122km/h,ファウル,加藤 貴之,山口 航輝,1-1
3,カットボール,125km/h,ファウル,加藤 貴之,山口 航輝,1-1
4,チェンジアップ,114km/h,見三振,加藤 貴之,山口 航輝,1-1
1,カーブ,121km/h,見逃し,小島 和哉,古川 裕大,1-1
2,ストレート,144km/h,ボール,小島 和哉,古川 裕大,1-1
3,ストレート,-,ファウル,小島 和哉,古川 裕大,1-1
4,ストレート,143km/h,ボール,小島 和哉,古川 裕大,1-1
5,スライダー,126km/h,ボール  [ワンバウンド、ハーフスイング],小島 和哉,古川 裕大,1-1
6,ストレート,-,一安  [バウンド高い、間一髪],小島 和哉,古川 裕大,1-1
1,ストレート,-,捕犠打  [セーフティバント],小島 和哉,万波 中正,1-1
1,チェンジアップ,132km/h,ボール,小島 和哉,佐藤 龍世,1-1
2,スライダー,-,遊ゴロ,小島 和哉,佐藤 龍世,1-1
1,スライダー,129km/h,見逃し,小島 和哉,梅林 優貴,1-1
2,シュート,144km/h,ボール,小島 和哉,梅林 優貴,1-1
3,スライダー,129km/h,空振り,小島 和哉,梅林 優貴,1-1
4,チェンジアップ,-,二ゴロ  [止めたバットに当たる],小島 和哉,梅林 優貴,1-1
1,スローカーブ,100km/h,見逃し,加藤 貴之,マーティン,1-1
2,フォーク,132km/h,空振り,加藤 貴之,マーティン,1-1
3,フォーク,132km/h,ボール,加藤 貴之,マーティン,1-1
4,スライダー,121km/h,ボール,加藤 貴之,マーティン,1-1
5,フォーク,132km/h,空三振,加藤 貴之,マーティン,1-1
1,カットボール,126km/h,ボール  [セーフティバント、バント構え],加藤 貴之,岡 大海,1-1
2,チェンジアップ,115km/h,見逃し  [セーフティバント、バント構え],加藤 貴之,岡 大海,1-1
3,スライダー,123km/h,見逃し,加藤 貴之,岡 大海,1-1
4,フォーク,133km/h,ボール,加藤 貴之,岡 大海,1-1
5,チェンジアップ,119km/h,見三振  [全く反応できず],加藤 貴之,岡 大海,1-1
1,カットボール,129km/h,ファウル,加藤 貴之,安田 尚憲,1-1
2,ストレート,-,ファウル,加藤 貴之,安田 尚憲,1-1
3,スライダー,124km/h,ボール,加藤 貴之,安田 尚憲,1-1
