投球数,球種,球速,結果,投手,打者,スコア
1,ストレート,149km/h,ボール,三嶋 一輝,菊池 涼介,1-1
2,ストレート,149km/h,ファウル,三嶋 一輝,菊池 涼介,1-1
3,カーブ,129km/h,ボール,三嶋 一輝,菊池 涼介,1-1
4,ストレート,148km/h,右飛  [フェンスギリギリ],三嶋 一輝,菊池 涼介,1-1
1,カーブ,129km/h,見逃し,三嶋 一輝,西川 龍馬,1-2
2,フォーク,140km/h,ボール  [ワンバウンド],三嶋 一輝,西川 龍馬,1-2
3,スライダー,139km/h,右本  [サヨナラホームラン、ポール際、チームメイトから手荒い祝福を受ける、観客大歓声],三嶋 一輝,西川 龍馬,1-2
1,ツーシーム,132km/h,ボール,内海 哲也,谷内 亮太,0-0
2,ストレート,138km/h,見逃し,内海 哲也,谷内 亮太,0-0
3,ストレート,138km/h,二飛,内海 哲也,谷内 亮太,0-0
1,ツーシーム,139km/h,ボール,内海 哲也,今川 優馬,0-0
2,スライダー,117km/h,ファウル,内海 哲也,今川 優馬,0-0
3,スライダー,119km/h,空振り,内海 哲也,今川 優馬,0-0
4,スライダー,119km/h,空三振,内海 哲也,今川 優馬,0-0
1,ストレート,-,遊直,内海 哲也,松本 剛,0-0
1,ストレート,146km/h,ファウル,上沢 直之,金子 侑司,0-0
2,フォーク,137km/h,空振り,上沢 直之,金子 侑司,0-0
3,ストレート,148km/h,ファウル,上沢 直之,金子 侑司,0-0
4,ナックルカーブ,123km/h,二ゴロ,上沢 直之,金子 侑司,0-0
1,ストレート,145km/h,死球  [セーフティバント、バント構え],上沢 直之,オグレディ,0-0
1,ストレート,143km/h,ファウル,上沢 直之,外崎 修汰,0-0
2,ストレート,145km/h,ボール  [高めのつり球を要求],上沢 直之,外崎 修汰,0-0
3,チェンジアップ,-,遊併打,上沢 直之,外崎 修汰,0-0
1,ツーシーム,138km/h,見逃し,内海 哲也,野村 佑希,0-0
2,ツーシーム,137km/h,ボール,内海 哲也,野村 佑希,0-0
3,カットボール,124km/h,ボール,内海 哲也,野村 佑希,0-0
4,スライダー,118km/h,ボール,内海 哲也,野村 佑希,0-0
5,ストレート,139km/h,四球,内海 哲也,野村 佑希,0-0
1,ストレート,135km/h,見逃し,内海 哲也,ヌニエス,0-0
2,ツーシーム,137km/h,ボール,内海 哲也,ヌニエス,0-0
3,スライダー,117km/h,ファウル,内海 哲也,ヌニエス,0-0
4,ストレート,137km/h,ファウル,内海 哲也,ヌニエス,0-0
5,チェンジアップ,122km/h,ボール  [ワンバウンド],内海 哲也,ヌニエス,0-0
6,チェンジアップ,120km/h,ボール,内海 哲也,ヌニエス,0-0
7,ストレート,138km/h,右飛  [ランエンドヒット],内海 哲也,ヌニエス,0-0
1,チェンジアップ,120km/h,一ゴロ,内海 哲也,アルカンタラ,0-0
1,フォーク,129km/h,見逃し,内海 哲也,万波 中正,0-0
2,チェンジアップ,122km/h,右飛,内海 哲也,万波 中正,0-0
1,ツーシーム,144km/h,ボール,上沢 直之,山川 穂高,0-0
2,フォーク,137km/h,ファウル  [自打球],上沢 直之,山川 穂高,0-0
3,フォーク,140km/h,ファウル,上沢 直之,山川 穂高,0-0
4,フォーク,-,左安,上沢 直之,山川 穂高,0-0
1,ストレート,145km/h,一飛,上沢 直之,中村 剛也,0-0
1,ストレート,145km/h,ファウル,上沢 直之,高木 渉,0-0
2,ストレート,145km/h,ボール,上沢 直之,高木 渉,0-0
3,ストレート,141km/h,ファウル,上沢 直之,高木 渉,0-0
4,フォーク,141km/h,ボール  [ワンバウンド],上沢 直之,高木 渉,0-0
5,フォーク,141km/h,空三振,上沢 直之,高木 渉,0-0
1,チェンジアップ,133km/h,ボール,上沢 直之,山田 遥楓,0-0
2,ストレート,141km/h,ファウル,上沢 直之,山田 遥楓,0-0
3,チェンジアップ,132km/h,ボール  [ワンバウンド],上沢 直之,山田 遥楓,0-0
4,ストレート,142km/h,ファウル  [ランエンドヒット],上沢 直之,山田 遥楓,0-0
5,ストレート,145km/h,空三振,上沢 直之,山田 遥楓,0-0
1,ストレート,138km/h,見逃し,内海 哲也,宇佐見 真吾,0-0
2,ストレート,137km/h,見逃し,内海 哲也,宇佐見 真吾,0-0
3,ストレート,138km/h,ボール,内海 哲也,宇佐見 真吾,0-0
4,スライダー,119km/h,ボール  [ハーフスイング],内海 哲也,宇佐見 真吾,0-0
5,スライダー,118km/h,ファウル,内海 哲也,宇佐見 真吾,0-0
6,カットボール,123km/h,見三振,内海 哲也,宇佐見 真吾,0-0
1,ストレート,-,中安,内海 哲也,石井 一成,0-0
1,チェンジアップ,124km/h,見逃し,内海 哲也,谷内 亮太,0-0
2,チェンジアップ,122km/h,ボール  [ワンバウンド],内海 哲也,谷内 亮太,0-0
3,ツーシーム,137km/h,ボール,内海 哲也,谷内 亮太,0-0
4,スライダー,117km/h,ファウル,内海 哲也,谷内 亮太,0-0
5,ストレート,138km/h,一飛,内海 哲也,谷内 亮太,0-0
1,ストレート,137km/h,ボール,内海 哲也,今川 優馬,0-0
2,ストレート,137km/h,見逃し,内海 哲也,今川 優馬,0-0
3,ストレート,137km/h,中飛,内海 哲也,今川 優馬,0-0
1,カットボール,139km/h,ファウル,上沢 直之,中山 誠吾,0-0
2,チェンジアップ,128km/h,ボール  [ワンバウンド],上沢 直之,中山 誠吾,0-0
3,ストレート,140km/h,見逃し,上沢 直之,中山 誠吾,0-0
4,フォーク,138km/h,空三振,上沢 直之,中山 誠吾,0-0
1,ストレート,144km/h,見逃し,上沢 直之,古賀 悠斗,0-0
2,ストレート,143km/h,右安,上沢 直之,古賀 悠斗,0-0
1,ストレート,141km/h,ファウル,上沢 直之,金子 侑司,0-0
2,ストレート,145km/h,ファウル,上沢 直之,金子 侑司,0-0
3,ストレート,145km/h,左飛,上沢 直之,金子 侑司,0-0
1,ストレート,147km/h,ファウル,上沢 直之,オグレディ,0-0
2,ストレート,146km/h,ボール,上沢 直之,オグレディ,0-0
3,フォーク,137km/h,右安,上沢 直之,オグレディ,0-0
1,チェンジアップ,130km/h,ボール  [ワンバウンド],上沢 直之,外崎 修汰,0-1
2,ストレート,143km/h,ファウル,上沢 直之,外崎 修汰,0-1
3,チェンジアップ,131km/h,空振り,上沢 直之,外崎 修汰,0-1
4,スライダー,131km/h,ボール  [ワンバウンド],上沢 直之,外崎 修汰,0-1
1,チェンジアップ,130km/h,ボール  [ワンバウンド],上沢 直之,外崎 修汰,0-1
2,ストレート,143km/h,ファウル,上沢 直之,外崎 修汰,0-1
3,チェンジアップ,131km/h,空振り,上沢 直之,外崎 修汰,0-1
4,スライダー,131km/h,ボール  [ワンバウンド],上沢 直之,外崎 修汰,0-1
5,フォーク,141km/h,ファウル  [自打球],上沢 直之,外崎 修汰,0-1
6,ストレート,145km/h,ボール,上沢 直之,外崎 修汰,0-1
7,スライダー,134km/h,ファウル,上沢 直之,外崎 修汰,0-1
8,スライダー,134km/h,ファウル,上沢 直之,外崎 修汰,0-1
9,スライダー,134km/h,四球,上沢 直之,外崎 修汰,0-1
1,ナックルカーブ,122km/h,見逃し,上沢 直之,山川 穂高,0-1
2,ストレート,147km/h,ボール,上沢 直之,山川 穂高,0-1
3,ストレート,145km/h,空振り,上沢 直之,山川 穂高,0-1
4,ナックルカーブ,123km/h,ファウル,上沢 直之,山川 穂高,0-1
5,フォーク,142km/h,空三振  [ワンバウンド],上沢 直之,山川 穂高,0-1
1,フォーク,129km/h,見逃し,内海 哲也,松本 剛,0-1
2,フォーク,131km/h,右安,内海 哲也,松本 剛,0-1
1,スライダー,113km/h,二併打,内海 哲也,野村 佑希,0-1
1,スライダー,116km/h,見逃し,内海 哲也,ヌニエス,0-1
2,ストレート,-,遊ゴロ  [バットの先、バット折れる],内海 哲也,ヌニエス,0-1
1,ストレート,145km/h,中本  [バックスクリーン],上沢 直之,中村 剛也,0-2
1,ナックルカーブ,118km/h,見逃し,上沢 直之,高木 渉,0-2
2,フォーク,137km/h,ボール,上沢 直之,高木 渉,0-2
3,カットボール,145km/h,空振り,上沢 直之,高木 渉,0-2
4,フォーク,142km/h,ファウル,上沢 直之,高木 渉,0-2
5,ストレート,146km/h,ファウル,上沢 直之,高木 渉,0-2
6,チェンジアップ,130km/h,空三振,上沢 直之,高木 渉,0-2
1,ナックルカーブ,118km/h,見逃し,上沢 直之,山田 遥楓,0-2
2,ナックルカーブ,124km/h,ボール  [ハーフスイング],上沢 直之,山田 遥楓,0-2
3,ストレート,147km/h,空振り,上沢 直之,山田 遥楓,0-2
4,スライダー,130km/h,左飛,上沢 直之,山田 遥楓,0-2
1,ストレート,143km/h,ファウル,上沢 直之,中山 誠吾,0-2
2,ストレート,143km/h,ファウル,上沢 直之,中山 誠吾,0-2
3,チェンジアップ,130km/h,右飛,上沢 直之,中山 誠吾,0-2
1,カットボール,125km/h,空振り,内海 哲也,アルカンタラ,0-2
2,スライダー,117km/h,見逃し,内海 哲也,アルカンタラ,0-2
3,スライダー,119km/h,ボール,内海 哲也,アルカンタラ,0-2
4,ストレート,138km/h,ボール,内海 哲也,アルカンタラ,0-2
5,カットボール,126km/h,二飛,内海 哲也,アルカンタラ,0-2
1,スライダー,117km/h,ボール  [ワンバウンド],内海 哲也,万波 中正,0-2
2,ストレート,137km/h,ボール,内海 哲也,万波 中正,0-2
3,スライダー,118km/h,ボール,内海 哲也,万波 中正,0-2
4,ストレート,138km/h,ファウル,内海 哲也,万波 中正,0-2
5,ストレート,139km/h,見逃し,内海 哲也,万波 中正,0-2
6,ストレート,140km/h,ファウル,内海 哲也,万波 中正,0-2
7,スライダー,120km/h,ファウル  [自打球],内海 哲也,万波 中正,0-2
8,フォーク,124km/h,空三振  [ワンバウンド],内海 哲也,万波 中正,0-2
1,スライダー,-,右本,内海 哲也,宇佐見 真吾,1-2
1,カットボール,123km/h,見逃し,内海 哲也,石井 一成,1-2
2,カットボール,125km/h,ボール,内海 哲也,石井 一成,1-2
3,カットボール,127km/h,ファウル,内海 哲也,石井 一成,1-2
4,チェンジアップ,121km/h,三失,内海 哲也,石井 一成,1-2
1,スライダー,121km/h,見逃し,内海 哲也,谷内 亮太,1-2
2,ストレート,136km/h,三ゴロ,内海 哲也,谷内 亮太,1-2
1,ストレート,139km/h,見逃し,上沢 直之,古賀 悠斗,1-2
2,フォーク,138km/h,三ゴロ,上沢 直之,古賀 悠斗,1-2
1,ストレート,145km/h,見逃し,上沢 直之,金子 侑司,1-2
2,ストレート,146km/h,ボール,上沢 直之,金子 侑司,1-2
3,ナックルカーブ,116km/h,ボール  [ワンバウンド],上沢 直之,金子 侑司,1-2
4,ストレート,145km/h,ボール,上沢 直之,金子 侑司,1-2
5,カットボール,140km/h,四球,上沢 直之,金子 侑司,1-2
1,ストレート,146km/h,ボール,上沢 直之,オグレディ,1-2
2,ストレート,145km/h,ボール,上沢 直之,オグレディ,1-2
3,ストレート,144km/h,ファウル,上沢 直之,オグレディ,1-2
1,ストレート,146km/h,ボール,上沢 直之,オグレディ,1-2
2,ストレート,145km/h,ボール,上沢 直之,オグレディ,1-2
3,ストレート,144km/h,ファウル,上沢 直之,オグレディ,1-2
4,ストレート,147km/h,ボール,上沢 直之,オグレディ,1-2
5,ストレート,145km/h,空振り,上沢 直之,オグレディ,1-2
6,ストレート,148km/h,ファウル,上沢 直之,オグレディ,1-2
7,フォーク,142km/h,ファウル  [自打球],上沢 直之,オグレディ,1-2
8,ストレート,148km/h,ファウル,上沢 直之,オグレディ,1-2
9,フォーク,142km/h,四球,上沢 直之,オグレディ,1-2
1,ナックルカーブ,119km/h,ボール,上沢 直之,外崎 修汰,1-2
2,ツーシーム,145km/h,ボール,上沢 直之,外崎 修汰,1-2
3,スライダー,130km/h,ファウル,上沢 直之,外崎 修汰,1-2
4,ストレート,145km/h,三ゴロ,上沢 直之,外崎 修汰,1-2
1,スライダー,132km/h,左安,平井 克典,今川 優馬,1-2
1,スライダー,131km/h,ボール  [ワンバウンド、セーフティバント、バント構え],平井 克典,松本 剛,1-2
2,スライダー,130km/h,ファウル  [セーフティバント、バントファウル],平井 克典,松本 剛,1-2
3,スライダー,-,投ゴロ  [セーフティバント、バント失敗、リプレー検証後判定覆る],平井 克典,松本 剛,1-2
1,スライダー,131km/h,ボール  [セーフティバント、バント構え],平井 克典,野村 佑希,1-2
1,スライダー,131km/h,ボール  [セーフティバント、バント構え],平井 克典,野村 佑希,2-2
2,スライダー,130km/h,空振り,平井 克典,野村 佑希,2-2
3,ストレート,142km/h,右安,平井 克典,野村 佑希,2-2
1,フォーク,136km/h,空振り,平井 克典,ヌニエス,2-2
2,スライダー,129km/h,ボール  [ハーフスイング],平井 克典,ヌニエス,2-2
3,スライダー,132km/h,ボール  [ワンバウンド],平井 克典,ヌニエス,2-2
4,スライダー,131km/h,ボール,平井 克典,ヌニエス,2-2
5,スライダー,133km/h,見逃し,平井 克典,ヌニエス,2-2
6,スライダー,132km/h,空三振,平井 克典,ヌニエス,2-2
1,ストレート,138km/h,ボール,平井 克典,アルカンタラ,3-2
2,スライダー,131km/h,ボール,平井 克典,アルカンタラ,3-2
3,ストレート,136km/h,右犠飛,平井 克典,アルカンタラ,3-2
1,スライダー,130km/h,空振り,平井 克典,万波 中正,3-2
2,スライダー,132km/h,ボール,平井 克典,万波 中正,3-2
3,ストレート,137km/h,ボール,平井 克典,万波 中正,3-2
4,ストレート,143km/h,見逃し,平井 克典,万波 中正,3-2
5,スライダー,132km/h,ファウル,平井 克典,万波 中正,3-2
6,フォーク,136km/h,右安,平井 克典,万波 中正,3-2
1,ストレート,142km/h,ボール,平井 克典,宇佐見 真吾,3-2
2,シュート,135km/h,ボール,平井 克典,宇佐見 真吾,3-2
3,ストレート,141km/h,空振り,平井 克典,宇佐見 真吾,3-2
4,ストレート,141km/h,ファウル,平井 克典,宇佐見 真吾,3-2
5,フォーク,137km/h,ボール  [ワンバウンド],平井 克典,宇佐見 真吾,3-2
6,ストレート,143km/h,投ゴロ  [バウンド高い],平井 克典,宇佐見 真吾,3-2
1,ナックルカーブ,117km/h,ファウル,上沢 直之,山川 穂高,3-2
2,フォーク,142km/h,ボール,上沢 直之,山川 穂高,3-2
3,ツーシーム,146km/h,見逃し,上沢 直之,山川 穂高,3-2
4,ナックルカーブ,122km/h,ボール  [ワンバウンド],上沢 直之,山川 穂高,3-2
5,ストレート,149km/h,空三振,上沢 直之,山川 穂高,3-2
1,スライダー,132km/h,二飛,上沢 直之,中村 剛也,3-2
1,ストレート,150km/h,ボール,上沢 直之,高木 渉,3-2
2,ストレート,143km/h,ファウル,上沢 直之,高木 渉,3-2
3,チェンジアップ,129km/h,ファウル,上沢 直之,高木 渉,3-2
4,フォーク,143km/h,ファウル,上沢 直之,高木 渉,3-2
5,ストレート,149km/h,空三振,上沢 直之,高木 渉,3-2
1,フォーク,126km/h,ボール,森脇 亮介,石井 一成,3-2
2,フォーク,126km/h,空振り,森脇 亮介,石井 一成,3-2
3,ストレート,-,左安,森脇 亮介,石井 一成,3-2
1,ナックルカーブ,118km/h,ボール  [セーフティバント、バント構え],森脇 亮介,谷内 亮太,3-2
1,ナックルカーブ,118km/h,ボール  [セーフティバント、バント構え],森脇 亮介,谷内 亮太,3-2
2,ストレート,140km/h,三犠打  [セーフティバント],森脇 亮介,谷内 亮太,3-2
1,ストレート,142km/h,ボール,森脇 亮介,今川 優馬,3-2
2,フォーク,126km/h,ファウル,森脇 亮介,今川 優馬,3-2
3,フォーク,132km/h,ファウル,森脇 亮介,今川 優馬,3-2
4,カットボール,130km/h,ボール,森脇 亮介,今川 優馬,3-2
5,ストレート,144km/h,死球  [苦悶の表情],森脇 亮介,今川 優馬,3-2
1,カットボール,132km/h,二飛,森脇 亮介,松本 剛,3-2
1,ストレート,143km/h,ボール,森脇 亮介,野村 佑希,3-2
2,ストレート,143km/h,ファウル,森脇 亮介,野村 佑希,3-2
3,ストレート,144km/h,ファウル,森脇 亮介,野村 佑希,3-2
4,ナックルカーブ,121km/h,空三振  [ワンバウンド、振り逃げを狙うもアウト],森脇 亮介,野村 佑希,3-2
1,スライダー,130km/h,見逃し,上沢 直之,山田 遥楓,3-2
2,フォーク,139km/h,空振り,上沢 直之,山田 遥楓,3-2
3,スライダー,133km/h,一ゴロ,上沢 直之,山田 遥楓,3-2
1,カットボール,140km/h,ボール,上沢 直之,中山 誠吾,3-2
2,ストレート,143km/h,ファウル,上沢 直之,中山 誠吾,3-2
3,チェンジアップ,131km/h,捕邪飛,上沢 直之,中山 誠吾,3-2
1,スライダー,133km/h,見逃し,上沢 直之,古賀 悠斗,3-2
2,ストレート,143km/h,ボール,上沢 直之,古賀 悠斗,3-2
3,フォーク,141km/h,ファウル,上沢 直之,古賀 悠斗,3-2
4,スライダー,132km/h,空三振,上沢 直之,古賀 悠斗,3-2
1,ストレート,150km/h,見逃し,ボー・タカハシ,清宮 幸太郎,3-2
2,ストレート,150km/h,ボール,ボー・タカハシ,清宮 幸太郎,3-2
3,カーブ,124km/h,ボール  [ワンバウンド],ボー・タカハシ,清宮 幸太郎,3-2
4,ストレート,149km/h,ボール,ボー・タカハシ,清宮 幸太郎,3-2
5,ストレート,152km/h,四球,ボー・タカハシ,清宮 幸太郎,3-2
1,ストレート,147km/h,ファウル,ボー・タカハシ,アルカンタラ,3-2
2,ストレート,151km/h,ボール,ボー・タカハシ,アルカンタラ,3-2
3,スプリット,134km/h,空振り,ボー・タカハシ,アルカンタラ,3-2
4,ストレート,148km/h,ボール  [高めのつり球を要求],ボー・タカハシ,アルカンタラ,3-2
5,スプリット,135km/h,ファウル,ボー・タカハシ,アルカンタラ,3-2
6,ストレート,151km/h,ボール,ボー・タカハシ,アルカンタラ,3-2
7,ストレート,150km/h,ファウル  [ライン際],ボー・タカハシ,アルカンタラ,3-2
8,ストレート,151km/h,ファウル  [ランエンドヒット],ボー・タカハシ,アルカンタラ,3-2
9,スライダー,133km/h,二併打,ボー・タカハシ,アルカンタラ,3-2
1,カーブ,120km/h,ファウル,ボー・タカハシ,万波 中正,3-2
2,カーブ,122km/h,見逃し,ボー・タカハシ,万波 中正,3-2
3,ストレート,152km/h,空三振,ボー・タカハシ,万波 中正,3-2
1,ストレート,141km/h,ボール  [セーフティバント、バント構え],堀 瑞輝,金子 侑司,3-2
2,ストレート,140km/h,見逃し,堀 瑞輝,金子 侑司,3-2
3,チェンジアップ,125km/h,見逃し,堀 瑞輝,金子 侑司,3-2
4,ストレート,143km/h,空三振,堀 瑞輝,金子 侑司,3-2
1,スライダー,124km/h,空振り,堀 瑞輝,オグレディ,3-2
2,スライダー,126km/h,ボール  [ハーフスイング],堀 瑞輝,オグレディ,3-2
3,ストレート,144km/h,ボール,堀 瑞輝,オグレディ,3-2
4,スライダー,123km/h,空振り,堀 瑞輝,オグレディ,3-2
5,ストレート,144km/h,ボール,堀 瑞輝,オグレディ,3-2
6,ストレート,143km/h,見三振  [全く反応できず],堀 瑞輝,オグレディ,3-2
1,スライダー,118km/h,見逃し,堀 瑞輝,外崎 修汰,3-2
2,スライダー,128km/h,ボール  [ワンバウンド],堀 瑞輝,外崎 修汰,3-2
3,スライダー,121km/h,見逃し,堀 瑞輝,外崎 修汰,3-2
4,チェンジアップ,133km/h,ボール  [ワンバウンド],堀 瑞輝,外崎 修汰,3-2
5,スライダー,123km/h,遊ゴロ  [逆シングル、送球がバウンド],堀 瑞輝,外崎 修汰,3-2
1,スライダー,127km/h,見逃し,佐野 泰雄,宇佐見 真吾,3-2
2,スライダー,131km/h,ボール,佐野 泰雄,宇佐見 真吾,3-2
3,スライダー,122km/h,二飛,佐野 泰雄,宇佐見 真吾,3-2
1,カーブ,112km/h,ボール,佐野 泰雄,石井 一成,3-2
2,スライダー,127km/h,一ゴロ,佐野 泰雄,石井 一成,3-2
1,スライダー,128km/h,ボール,佐野 泰雄,谷内 亮太,3-2
2,スライダー,127km/h,ボール,佐野 泰雄,谷内 亮太,3-2
3,ストレート,141km/h,ボール,佐野 泰雄,谷内 亮太,3-2
4,ストレート,141km/h,四球,佐野 泰雄,谷内 亮太,3-2
1,ストレート,139km/h,空振り,佐野 泰雄,今川 優馬,3-2
2,ストレート,141km/h,ファウル,佐野 泰雄,今川 優馬,3-2
3,フォーク,131km/h,ボール  [ワンバウンド],佐野 泰雄,今川 優馬,3-2
4,ストレート,143km/h,ボール,佐野 泰雄,今川 優馬,3-2
5,カーブ,112km/h,ファウル,佐野 泰雄,今川 優馬,3-2
6,フォーク,131km/h,右飛,佐野 泰雄,今川 優馬,3-2
1,ナックルカーブ,117km/h,ボール,北山 亘基,山川 穂高,3-2
2,ストレート,150km/h,ファウル,北山 亘基,山川 穂高,3-2
3,ストレート,149km/h,捕邪飛,北山 亘基,山川 穂高,3-2
1,フォーク,-,三ゴロ,北山 亘基,中村 剛也,3-2
1,ストレート,149km/h,見逃し,北山 亘基,高木 渉,3-2
2,ストレート,149km/h,ファウル,北山 亘基,高木 渉,3-2
3,フォーク,141km/h,ボール,北山 亘基,高木 渉,3-2
4,ストレート,150km/h,左飛,北山 亘基,高木 渉,3-2
1,シンカー,126km/h,見逃し,石川 歩,三森 大貴,1-0
2,シンカー,126km/h,ボール,石川 歩,三森 大貴,1-0
3,ストレート,141km/h,ボール,石川 歩,三森 大貴,1-0
4,ツーシーム,139km/h,右中本  [ラッキーゾーン],石川 歩,三森 大貴,1-0
1,カーブ,109km/h,見逃し,石川 歩,牧原 大成,1-0
2,カットボール,133km/h,ファウル,石川 歩,牧原 大成,1-0
3,シンカー,127km/h,空三振,石川 歩,牧原 大成,1-0
1,ツーシーム,142km/h,ボール,石川 歩,柳田 悠岐,1-0
2,シンカー,129km/h,空振り,石川 歩,柳田 悠岐,1-0
3,カットボール,135km/h,ボール,石川 歩,柳田 悠岐,1-0
4,シンカー,129km/h,ボール,石川 歩,柳田 悠岐,1-0
5,カットボール,135km/h,見逃し,石川 歩,柳田 悠岐,1-0
6,シンカー,131km/h,四球  [ワンバウンド],石川 歩,柳田 悠岐,1-0
1,カーブ,109km/h,ボール,石川 歩,グラシアル,1-0
2,ストレート,140km/h,見逃し,石川 歩,グラシアル,1-0
3,カットボール,131km/h,ファウル,石川 歩,グラシアル,1-0
4,ストレート,-,投ゴロ  [バットの先、併殺崩れ],石川 歩,グラシアル,1-0
1,シンカー,129km/h,ボール  [ワンバウンド],石川 歩,中村 晃,1-0
2,ツーシーム,-,遊ゴロ,石川 歩,中村 晃,1-0
1,ストレート,149km/h,ボール,大関 友久,髙部 瑛斗,1-0
2,ストレート,148km/h,見逃し,大関 友久,髙部 瑛斗,1-0
3,ストレート,149km/h,ボール,大関 友久,髙部 瑛斗,1-0
4,ストレート,150km/h,ファウル,大関 友久,髙部 瑛斗,1-0
5,スライダー,129km/h,ボール,大関 友久,髙部 瑛斗,1-0
6,ストレート,-,遊ゴロ  [詰り、バット折れる],大関 友久,髙部 瑛斗,1-0
1,ストレート,149km/h,ボール,大関 友久,中村 奨吾,1-0
2,ストレート,148km/h,中飛,大関 友久,中村 奨吾,1-0
1,スライダー,126km/h,見逃し,大関 友久,佐藤 都志也,1-0
2,カーブ,111km/h,ボール  [すっぽ抜け],大関 友久,佐藤 都志也,1-0
3,ストレート,149km/h,ボール,大関 友久,佐藤 都志也,1-0
4,ストレート,149km/h,ボール,大関 友久,佐藤 都志也,1-0
5,ストレート,149km/h,見逃し,大関 友久,佐藤 都志也,1-0
6,ストレート,-,中安,大関 友久,佐藤 都志也,1-0
1,スライダー,127km/h,ボール,大関 友久,山口 航輝,1-0
2,スライダー,128km/h,ボール,大関 友久,山口 航輝,1-0
3,ストレート,149km/h,見逃し,大関 友久,山口 航輝,1-0
4,ストレート,147km/h,ボール,大関 友久,山口 航輝,1-0
5,ツーシーム,139km/h,四球,大関 友久,山口 航輝,1-0
1,スライダー,127km/h,見逃し,大関 友久,菅野 剛士,1-0
2,ストレート,147km/h,ボール,大関 友久,菅野 剛士,1-0
3,ストレート,148km/h,三飛,大関 友久,菅野 剛士,1-0
1,ツーシーム,139km/h,見逃し,石川 歩,柳町 達,1-0
2,ツーシーム,138km/h,ボール,石川 歩,柳町 達,1-0
3,カーブ,111km/h,空振り,石川 歩,柳町 達,1-0
4,カットボール,-,二ゴロ  [ジャンピングスロー、送球がバウンド],石川 歩,柳町 達,1-0
1,ツーシーム,141km/h,ファウル,石川 歩,上林 誠知,1-0
2,シンカー,127km/h,ファウル,石川 歩,上林 誠知,1-0
3,ストレート,142km/h,ボール,石川 歩,上林 誠知,1-0
4,ツーシーム,-,左安,石川 歩,上林 誠知,1-0
1,カットボール,133km/h,ボール,石川 歩,今宮 健太,1-0
2,カットボール,-,右安,石川 歩,今宮 健太,1-0
1,カーブ,110km/h,空振り,石川 歩,甲斐 拓也,2-0
2,ストレート,138km/h,ボール,石川 歩,甲斐 拓也,2-0
3,カットボール,-,投犠打  [セーフティスクイズ],石川 歩,甲斐 拓也,2-0
1,シンカー,127km/h,空振り,石川 歩,三森 大貴,2-0
2,シンカー,127km/h,一ゴロ,石川 歩,三森 大貴,2-0
1,ストレート,148km/h,ボール,大関 友久,安田 尚憲,2-0
2,ツーシーム,138km/h,ボール  [ワンバウンド],大関 友久,安田 尚憲,2-0
3,ストレート,148km/h,見逃し,大関 友久,安田 尚憲,2-0
4,スライダー,126km/h,ボール  [ワンバウンド],大関 友久,安田 尚憲,2-0
5,ストレート,-,左安,大関 友久,安田 尚憲,2-0
1,スライダー,125km/h,見逃し,大関 友久,レアード,2-0
2,フォーク,134km/h,空振り,大関 友久,レアード,2-0
3,ツーシーム,136km/h,ファウル,大関 友久,レアード,2-0
4,ストレート,148km/h,ボール  [高めのつり球を要求],大関 友久,レアード,2-0
5,ストレート,147km/h,空三振,大関 友久,レアード,2-0
1,ストレート,146km/h,ボール,大関 友久,エチェバリア,2-0
2,ストレート,148km/h,ファウル,大関 友久,エチェバリア,2-0
3,ストレート,150km/h,ボール,大関 友久,エチェバリア,2-0
4,ストレート,150km/h,左飛,大関 友久,エチェバリア,2-0
1,ツーシーム,138km/h,ボール,大関 友久,松川 虎生,2-0
2,スライダー,132km/h,ファウル,大関 友久,松川 虎生,2-0
3,ストレート,148km/h,ボール,大関 友久,松川 虎生,2-0
4,ストレート,148km/h,空振り,大関 友久,松川 虎生,2-0
5,ストレート,149km/h,見三振  [構えたところにズバリ],大関 友久,松川 虎生,2-0
1,ストレート,138km/h,見逃し,石川 歩,牧原 大成,2-0
2,カットボール,132km/h,ボール,石川 歩,牧原 大成,2-0
3,カーブ,111km/h,空振り  [ワンバウンド],石川 歩,牧原 大成,2-0
4,カットボール,134km/h,ボール,石川 歩,牧原 大成,2-0
5,ストレート,-,三安  [ライン際、ダイビングキャッチ],石川 歩,牧原 大成,2-0
1,ツーシーム,140km/h,ファウル,石川 歩,柳田 悠岐,2-0
2,ツーシーム,140km/h,ボール,石川 歩,柳田 悠岐,2-0
3,シンカー,128km/h,ボール,石川 歩,柳田 悠岐,2-0
1,ツーシーム,140km/h,ファウル,石川 歩,柳田 悠岐,2-0
2,ツーシーム,140km/h,ボール,石川 歩,柳田 悠岐,2-0
3,シンカー,128km/h,ボール,石川 歩,柳田 悠岐,2-0
4,カットボール,133km/h,ボール,石川 歩,柳田 悠岐,2-0
5,ツーシーム,140km/h,四球,石川 歩,柳田 悠岐,2-0
1,ツーシーム,140km/h,見逃し,石川 歩,グラシアル,2-0
2,カーブ,-,一ゴロ  [バットの先、ボテボテ],石川 歩,グラシアル,2-0
1,カーブ,109km/h,ボール,石川 歩,中村 晃,4-0
2,ストレート,139km/h,見逃し,石川 歩,中村 晃,4-0
3,ストレート,140km/h,ボール,石川 歩,中村 晃,4-0
4,カーブ,109km/h,ボール,石川 歩,中村 晃,4-0
5,ストレート,140km/h,見逃し,石川 歩,中村 晃,4-0
